,latitude,longitude,accidents,total_injured,total_killed
254,40.542423,-74.14591999999998,2,2.0,0.0
255,40.542603,-74.20835,3,0.0,0.0
256,40.54267,-74.16476999999998,1,0.0,0.0
257,40.542809999999996,-74.1602,1,0.0,0.0
258,40.542812,-74.17492,1,0.0,0.0
259,40.54287,-74.21531999999998,1,2.0,0.0
260,40.542908000000004,-74.15579,1,0.0,0.0
261,40.54292,-74.16389000000002,1,2.0,0.0
262,40.542927,-74.19435,1,0.0,0.0
263,40.542965,-74.21845,1,2.0,0.0
264,40.542976,-74.16391,1,2.0,0.0
265,40.54326,-74.19731,3,4.0,0.0
266,40.5433,-74.16424,4,2.0,0.0
267,40.54343,-74.17703,1,0.0,0.0
268,40.543495,-74.14747,2,0.0,0.0
269,40.5435,-74.14187,1,0.0,0.0
270,40.543606,-74.21557,1,0.0,0.0
271,40.54363,-74.17345,1,0.0,0.0
272,40.54364,-74.17843,1,0.0,0.0
273,40.543659999999996,-74.1588,1,2.0,0.0
274,40.54367,-74.20881,1,0.0,0.0
275,40.54387,-74.14445,4,2.0,0.0
276,40.544144,-74.15364,1,0.0,0.0
277,40.54421,-74.14104499999998,1,0.0,0.0
278,40.544346000000004,-74.16055,1,0.0,0.0
279,40.544422,-74.195045,1,0.0,0.0
280,40.54443,-74.165405,1,0.0,0.0
281,40.544487,-74.176506,4,2.0,1.0
282,40.54456,-74.15292,1,0.0,0.0
283,40.54465,-74.1655,1,0.0,0.0
284,40.54489,-74.15665,1,2.0,0.0
285,40.54493,-74.17730999999998,1,2.0,0.0
286,40.54493,-74.14333,1,0.0,0.0
287,40.54505,-74.21931,1,0.0,0.0
288,40.54534,-74.160576,2,0.0,0.0
289,40.545395,-74.16575,1,0.0,0.0
290,40.54546,-74.19851,1,0.0,0.0
291,40.545544,-74.20186,1,0.0,0.0
292,40.54568,-74.198616,1,0.0,0.0
293,40.546096999999996,-74.14365,1,0.0,0.0
294,40.54614,-74.19275,1,0.0,0.0
295,40.546207,-74.21177,1,0.0,0.0
296,40.546253,-74.158875,3,2.0,0.0
297,40.546288,-74.18513,1,2.0,0.0
298,40.54643,-74.20989,1,0.0,0.0
299,40.54653,-74.180435,6,4.0,0.0
300,40.546707,-74.19913000000003,3,2.0,0.0
301,40.54681,-74.15900400000002,2,0.0,0.0
302,40.54681400000001,-74.14465,1,2.0,0.0
303,40.546955,-74.18129,4,4.0,0.0
304,40.54697,-74.19821999999998,1,0.0,0.0
305,40.54697,-74.15305,1,0.0,0.0
306,40.547129999999996,-74.14045,1,0.0,0.0
307,40.547153,-74.21576999999998,1,0.0,0.0
308,40.54716,-74.21686,1,2.0,0.0
309,40.54722,-74.14792,1,0.0,0.0
310,40.547245000000004,-74.18024399999999,1,2.0,0.0
311,40.54725300000001,-74.16105,1,0.0,0.0
312,40.54733,-74.19694,1,0.0,0.0
313,40.54734000000001,-74.16624,1,0.0,0.0
314,40.547367,-74.16493,1,0.0,0.0
315,40.547503999999996,-74.17622,1,0.0,0.0
316,40.547534999999996,-74.1803,1,0.0,0.0
317,40.547806,-74.15965,1,0.0,0.0
318,40.54783,-74.13951999999998,5,4.0,0.0
319,40.5479,-74.19497,1,0.0,0.0
320,40.547965999999995,-74.14348000000003,2,2.0,0.0
321,40.547977,-74.209404,1,0.0,0.0
322,40.54810300000001,-74.18356,1,0.0,0.0
323,40.54813,-74.19986,1,0.0,0.0
324,40.54817,-74.16920999999998,2,0.0,0.0
325,40.54831,-74.17886999999997,1,2.0,0.0
326,40.548332,-74.178955,1,0.0,0.0
327,40.548378,-74.18930999999998,2,2.0,0.0
328,40.548446999999996,-74.16711,2,2.0,0.0
329,40.548621999999995,-74.15244,1,0.0,0.0
330,40.54869,-74.15463000000003,1,0.0,0.0
331,40.54878,-74.19705,1,2.0,0.0
332,40.548854999999996,-74.20017,1,0.0,0.0
333,40.548916,-74.16339,1,0.0,0.0
334,40.549213,-74.199745,1,0.0,0.0
335,40.549305,-74.1747,1,2.0,0.0
336,40.54934,-74.220924,1,0.0,0.0
337,40.549374,-74.152664,1,0.0,0.0
338,40.549477,-74.21966,2,2.0,0.0
339,40.549477,-74.14933,1,0.0,0.0
340,40.549503,-74.21613,1,2.0,0.0
341,40.54958,-74.137375,6,2.0,0.0
342,40.549587,-74.1415,1,0.0,0.0
343,40.54960300000001,-74.16953000000002,2,2.0,0.0
344,40.549644,-74.14879599999998,1,0.0,0.0
345,40.54976,-74.16226,1,0.0,0.0
346,40.549908,-74.21464,1,0.0,0.0
347,40.549988,-74.172104,1,2.0,0.0
348,40.550133,-74.14213000000002,1,2.0,0.0
349,40.550148,-74.18758000000003,1,2.0,0.0
350,40.55025,-74.22131999999998,1,2.0,0.0
351,40.550373,-74.19849,1,0.0,0.0
352,40.550422999999995,-74.1361,1,0.0,0.0
353,40.55057,-74.16758,2,2.0,0.0
354,40.550686,-74.15134,1,0.0,0.0
355,40.550765999999996,-74.15016999999997,1,0.0,0.0
356,40.55079,-74.20098,1,0.0,0.0
357,40.550816,-74.16572,2,0.0,0.0
358,40.550835,-74.14475999999998,1,0.0,0.0
359,40.55085800000001,-74.15006,1,0.0,0.0
360,40.551018,-74.16985,1,2.0,0.0
361,40.551105,-74.14978,1,0.0,0.0
362,40.551120000000004,-74.2135,1,2.0,0.0
363,40.551292,-74.150375,1,0.0,0.0
364,40.551434,-74.14647,1,0.0,0.0
365,40.55146,-74.16396,1,0.0,0.0
366,40.55154,-74.16011,2,2.0,0.0
367,40.551563,-74.1453,3,4.0,0.0
368,40.551617,-74.218544,1,0.0,0.0
369,40.551674,-74.154625,1,0.0,0.0
370,40.55189,-74.17439,1,0.0,0.0
371,40.55198,-74.15673000000002,1,2.0,0.0
372,40.551987,-74.17359,1,2.0,0.0
373,40.55199,-74.1393,1,2.0,0.0
374,40.552,-74.1679,1,2.0,0.0
375,40.55204000000001,-74.14086999999998,1,0.0,0.0
376,40.552234999999996,-74.20062,1,0.0,0.0
377,40.55229600000001,-74.15999599999998,1,0.0,0.0
378,40.55231,-74.19095,2,0.0,0.0
379,40.55232,-74.190956,2,4.0,0.0
380,40.552326,-74.154884,1,0.0,0.0
381,40.55234,-74.13319399999997,2,2.0,0.0
382,40.55243,-74.1437,1,0.0,0.0
383,40.55247,-74.21878000000002,2,0.0,0.0
384,40.55247,-74.16985,1,0.0,0.0
385,40.552513,-74.21224000000002,1,0.0,0.0
386,40.55269000000001,-74.20186,1,2.0,0.0
387,40.55279,-74.19144,1,0.0,0.0
388,40.552814,-74.13377,1,0.0,0.0
389,40.55289000000001,-74.16810600000002,1,0.0,0.0
390,40.552948,-74.16810600000002,3,2.0,0.0
391,40.55296,-74.133965,1,2.0,0.0
392,40.55298,-74.190285,1,0.0,0.0
393,40.553017,-74.175575,1,0.0,0.0
394,40.553024,-74.14256,1,0.0,0.0
395,40.55309000000001,-74.165245,1,0.0,0.0
396,40.55316,-74.17033,1,0.0,0.0
397,40.553191999999996,-74.164345,1,0.0,0.0
398,40.553309999999996,-74.15123,1,2.0,0.0
399,40.553432,-74.16821,1,2.0,0.0
400,40.553486,-74.13179000000002,1,2.0,0.0
401,40.553562,-74.15024,1,0.0,0.0
402,40.55357,-74.21785,1,0.0,0.0
403,40.553709999999995,-74.19417,1,2.0,0.0
404,40.55381,-74.1458,1,2.0,0.0
405,40.553913,-74.17578,1,0.0,0.0
406,40.55393,-74.21279,1,0.0,0.0
407,40.55397,-74.14487,1,2.0,0.0
408,40.553978,-74.18576,1,0.0,0.0
409,40.55403,-74.14052,2,4.0,0.0
410,40.55405800000001,-74.15768,1,0.0,0.0
411,40.55413,-74.16837,1,0.0,0.0
412,40.554142,-74.17635,1,0.0,0.0
413,40.55415,-74.2179,1,0.0,0.0
414,40.55426,-74.21292,1,0.0,0.0
415,40.554276,-74.201614,1,0.0,0.0
416,40.554359999999996,-74.15169499999998,1,0.0,0.0
417,40.554404999999996,-74.14699999999998,1,0.0,0.0
418,40.55457,-74.14639,1,2.0,0.0
419,40.554665,-74.17560999999998,1,0.0,0.0
420,40.554672,-74.21301,3,2.0,0.0
421,40.554714000000004,-74.21722,1,0.0,0.0
422,40.55472,-74.13611,1,0.0,0.0
423,40.55475,-74.16468,1,0.0,0.0
424,40.554961999999996,-74.14019,1,0.0,0.0
425,40.555015999999995,-74.12979,1,2.0,0.0
426,40.555363,-74.14001,1,0.0,0.0
427,40.555386,-74.21134,2,2.0,0.0
428,40.555397,-74.13038,1,0.0,0.0
429,40.55545,-74.19769000000002,1,0.0,0.0
430,40.555454,-74.1639,1,2.0,0.0
431,40.555523,-74.178345,1,0.0,0.0
432,40.55554,-74.17562,6,8.0,0.0
433,40.55557,-74.16869,1,0.0,0.0
434,40.55573,-74.123375,2,0.0,0.0
435,40.555744,-74.14227,1,0.0,0.0
436,40.55578,-74.12895999999998,1,0.0,0.0
437,40.555817,-74.137436,1,0.0,0.0
438,40.555824,-74.16103000000003,4,4.0,0.0
439,40.555912,-74.20235,1,0.0,0.0
440,40.555935,-74.11629,1,0.0,0.0
441,40.55594,-74.176125,2,4.0,0.0
442,40.556,-74.19475,3,2.0,0.0
443,40.556107,-74.17005,1,2.0,0.0
444,40.556129999999996,-74.203354,3,2.0,0.0
445,40.556232,-74.14655,1,2.0,0.0
446,40.55637700000001,-74.16886,1,0.0,0.0
447,40.556385,-74.13814,1,0.0,0.0
448,40.556385,-74.12295,1,0.0,0.0
449,40.556427,-74.19773,1,0.0,0.0
450,40.556453999999995,-74.20777,1,0.0,0.0
451,40.556477,-74.11832,1,2.0,0.0
452,40.556534,-74.12813,2,4.0,0.0
453,40.556576,-74.200066,1,0.0,0.0
454,40.5566,-74.211754,1,2.0,0.0
455,40.556618,-74.20399499999998,1,0.0,0.0
456,40.55682,-74.13603,1,2.0,0.0
457,40.55692,-74.205956,1,2.0,0.0
458,40.556923,-74.17485,4,0.0,0.0
459,40.55693400000001,-74.21084,1,2.0,0.0
460,40.556973,-74.16901,1,2.0,0.0
461,40.557068,-73.93021,1,2.0,0.0
462,40.557087,-74.16808,1,0.0,0.0
463,40.557182,-74.19948000000002,2,0.0,0.0
464,40.557224,-74.161514,1,2.0,0.0
465,40.55723,-74.14688000000002,1,2.0,0.0
466,40.557278000000004,-74.1764,1,2.0,0.0
467,40.55728,-73.93033,1,2.0,0.0
468,40.55733,-74.153015,2,2.0,0.0
469,40.557434,-74.17126999999998,1,2.0,0.0
470,40.55747,-74.1653,1,0.0,0.0
471,40.557484,-74.20753,1,0.0,0.0
472,40.557567999999996,-74.207,2,2.0,0.0
473,40.55759000000001,-74.13818,1,2.0,0.0
474,40.557854,-74.12671,2,2.0,0.0
475,40.55798,-74.17256,1,0.0,0.0
476,40.557987,-74.15238000000002,1,0.0,0.0
477,40.55802,-74.1374,1,2.0,0.0
478,40.558409999999995,-74.16933,1,0.0,0.0
479,40.55846,-74.124725,1,2.0,0.0
480,40.558887,-74.1977,7,10.0,0.0
481,40.55895,-74.12550999999998,1,0.0,0.0
482,40.558964,-74.12221,1,0.0,0.0
483,40.559044,-74.18024,1,0.0,0.0
484,40.559059999999995,-74.14203,1,0.0,0.0
485,40.5591,-74.20101,1,0.0,0.0
486,40.559128,-74.16949,5,6.0,0.0
487,40.55924,-74.171684,2,2.0,0.0
488,40.55928,-74.15137,1,2.0,0.0
489,40.559290000000004,-74.16951,1,0.0,0.0
490,40.55939,-74.16953000000002,1,0.0,0.0
491,40.5595,-74.108795,1,0.0,0.0
492,40.55959,-74.16958000000002,1,0.0,0.0
493,40.55963,-74.12369,1,0.0,0.0
494,40.559746000000004,-74.133125,1,0.0,0.0
495,40.559779999999996,-74.14864,1,0.0,0.0
496,40.559883,-74.10616999999998,1,0.0,0.0
497,40.560074,-74.10733,1,0.0,0.0
498,40.560093,-74.17328,1,2.0,0.0
499,40.560109999999995,-74.16495,1,0.0,0.0
500,40.56015,-74.19968,2,0.0,0.0
501,40.56025,-74.16412,1,0.0,0.0
502,40.56028,-74.1659,3,2.0,0.0
503,40.560295,-74.16046,1,2.0,0.0
504,40.56035,-74.17703,1,2.0,0.0
505,40.560394,-74.120056,4,0.0,0.0
506,40.5604,-74.16975,4,4.0,0.0
507,40.560406,-74.18041,1,0.0,0.0
508,40.56042,-74.1595,1,0.0,0.0
509,40.560474,-74.16689000000002,1,0.0,0.0
510,40.560534999999994,-74.18042,1,2.0,0.0
511,40.560726,-74.157616,1,0.0,0.0
512,40.560745000000004,-73.91105999999998,1,2.0,0.0
513,40.56075,-73.92376,1,0.0,0.0
514,40.560759999999995,-73.91125500000003,1,0.0,0.0
515,40.560764,-73.92029000000002,1,0.0,0.0
516,40.560776000000004,-74.16273000000002,6,6.0,0.0
517,40.560787,-73.91207,1,0.0,0.0
518,40.56085,-73.91364,1,0.0,0.0
519,40.560898,-74.1271,1,0.0,0.0
520,40.5609,-74.16901,1,2.0,0.0
521,40.561077000000004,-74.16984000000002,11,14.0,0.0
522,40.561172,-74.10414,2,2.0,0.0
523,40.56118,-74.18254,1,0.0,0.0
524,40.561382,-74.147385,1,0.0,0.0
525,40.56144000000001,-74.15483,1,0.0,0.0
526,40.56146,-74.11227,1,0.0,0.0
527,40.561512,-74.171844,4,4.0,0.0
528,40.56157,-74.15436,1,0.0,0.0
529,40.561572999999996,-74.13398000000002,3,2.0,0.0
530,40.561596,-74.19462,2,2.0,0.0
531,40.561707,-74.172264,3,4.0,0.0
532,40.561733000000004,-74.18495,1,0.0,0.0
533,40.561775,-74.17731500000002,1,0.0,0.0
534,40.561916,-74.18689,1,0.0,0.0
535,40.561935,-74.159164,1,0.0,0.0
536,40.562195,-74.12305,1,2.0,0.0
537,40.562267,-74.17349,1,0.0,0.0
538,40.56255,-74.153534,1,0.0,0.0
539,40.56266,-74.192856,2,2.0,0.0
540,40.562675,-74.1143,1,0.0,0.0
541,40.563164,-74.115105,1,2.0,0.0
542,40.563385,-74.15187,1,0.0,0.0
543,40.563427000000004,-73.91154,1,0.0,0.0
544,40.563446,-74.169754,3,2.0,0.0
545,40.5635,-74.10970999999998,1,0.0,0.0
546,40.563503000000004,-74.13265,3,2.0,0.0
547,40.563557,-74.10304000000002,2,2.0,0.0
548,40.563663,-74.132515,4,2.0,0.0
549,40.563675,-74.10135,1,0.0,0.0
550,40.563774,-74.15586,1,2.0,0.0
551,40.5638,-74.17763000000002,1,0.0,0.0
552,40.563915,-74.11636999999997,5,4.0,0.0
553,40.56392,-74.18724,1,0.0,0.0
554,40.564194,-74.186745,1,2.0,0.0
555,40.564217,-74.11608000000003,1,0.0,0.0
556,40.56423,-74.18318000000002,1,0.0,0.0
557,40.564537,-74.13171,2,0.0,0.0
558,40.56457,-74.18439000000002,1,0.0,0.0
559,40.564640000000004,-74.11563000000002,1,0.0,0.0
560,40.564705,-74.12720999999998,2,0.0,0.0
561,40.564921999999996,-74.11805,2,0.0,0.0
562,40.56494,-74.15512,1,2.0,0.0
563,40.565056,-74.18335,1,0.0,0.0
564,40.56515,-74.18417,1,2.0,0.0
565,40.565234999999994,-74.181404,4,2.0,0.0
566,40.565253999999996,-74.1301,3,2.0,0.0
567,40.565670000000004,-74.139084,1,2.0,0.0
568,40.56572,-74.129425,1,0.0,0.0
569,40.565884000000004,-74.1089,1,0.0,0.0
570,40.5659,-74.19375,1,0.0,0.0
571,40.566013,-74.10079,1,0.0,0.0
572,40.566185,-73.881966,1,2.0,0.0
573,40.56622700000001,-74.12025,2,4.0,0.0
574,40.566494,-74.11377,6,4.0,0.0
575,40.56712,-74.10307,1,0.0,0.0
