crash_date,crash_time,borough,zip_code,latitude,longitude,on_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2020-07-16,13:05:00,Queens,11422,40.638065000000005,-73.74131,248-10 Brookville Boulevard,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-15,12:40:00,Queens,11357,40.793217,-73.824005,Whitestone Expressway,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-14,13:15:00,Brooklyn,11233,40.677054999999996,-73.9224,Atlantic Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-10,19:19:00,Staten Island,10314,40.61636,-74.15677,Richmond Avenue,Caswell Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Pick-Up Truck,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-10,21:21:00,Brooklyn,11221,40.692356,-73.911064,Wilson Avenue,Hancock Street,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-08,13:45:00,Queens,11378,40.718140000000005,-73.91665,52-08 Grand Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-08,22:50:00,Manhattan,10010,40.739020000000004,-73.97335,Fdr Drive,Unknown,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Box Truck,Unspecified,Unspecified,Unspecified
2020-07-08,08:30:00,Queens,11101,40.755157000000004,-73.93755,39 Avenue,24 Street,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Other,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-07,10:30:00,Bronx,10452,40.842228000000006,-73.92109,Shakespeare Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-06,14:28:00,Manhattan,10024,40.78986,-73.970276,West 91 Street,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Box Truck,Unspecified,Unspecified,Unspecified
2020-07-06,09:00:00,Bronx,10460,40.835873,-73.8699,Cross Bronx Expy,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-05,10:20:00,Bronx,10466,40.900158000000005,-73.84362,Murdock Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-04,00:25:00,Queens,11367,40.73243,-73.83511999999999,Van Wyck Expwy,Unknown,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-07-02,21:42:00,Manhattan,10012,40.725643,-73.99377,Bleecker Street,Unknown,2,0,0,0,2,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,E-Scooter,Unspecified,Unspecified,Unspecified,Unspecified
2020-07-01,00:00:00,Brooklyn,11230,40.635290000000005,-73.958206,Farragut Road,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-06-28,14:30:00,Brooklyn,11233,40.685759999999995,-73.915504,Broadway,Unknown,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-06-27,19:12:00,Manhattan,10029,40.795466999999995,-73.94605,Park Avenue,Unknown,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,Unspecified,Unspecified,Unspecified
2020-06-25,14:00:00,Queens,11361,40.757725,-73.779274,204 Street,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-17,14:14:00,Brooklyn,11215,40.66917,-73.98631,5 Avenue,9 Street,1,0,0,0,1,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Bike,Unspecified,Unspecified,Unspecified
2020-11-25,12:00:00,Brooklyn,11217,40.676716,-73.972755,Sterling Place,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Other,Box Truck,Unspecified,Unspecified,Unspecified
2020-11-04,11:30:00,Brooklyn,11210,40.636326000000004,-73.93746999999999,Albany Avenue,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-12-02,23:00:00,Queens,11368,40.754954999999995,-73.85384,114 Street,37 Avenue,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-18,15:10:00,Manhattan,10040,40.853683000000004,-73.93054000000001,West 188 Street,Unknown,1,0,0,0,1,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,Unspecified,E-Scooter,Sedan,Unspecified,Unspecified,Unspecified
2020-12-01,06:35:00,Brooklyn,11215,40.676838000000004,-73.98651,3 Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-12-04,14:45:00,Brooklyn,11205,40.696296999999994,-73.97716,Brooklyn Queens Expressway,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-29,09:06:00,Queens,11368,40.759945,-73.8387,Van Wyck Expwy,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified
2020-10-12,15:30:00,Queens,11360,40.778625,-73.77587,26 Avenue,Bell Boulevard,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-14,18:15:00,Staten Island,10314,40.614246,-74.15379,Martin Luther King Jr,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-13,21:24:00,Bronx,10452,40.836845000000004,-73.930534,Major Deegan Expressway,Unknown,1,0,0,0,0,0,1,0,Obstruction/Debris,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-08,18:55:00,Queens,11435,40.698433,-73.80855600000001,94 Avenue,Liverpool Street,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Motorcycle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-13,15:18:00,Queens,11355,40.75477,-73.82996999999999,Maple Avenue,Frame Place,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified
2020-10-15,19:45:00,Queens,11421,40.69125,-73.85087,Woodhaven Boulevard,Unknown,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-31,17:00:00,Brooklyn,11207,40.65729,-73.88000500000001,Barbey Street,Unknown,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,Unspecified,Bike,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-25,19:53:00,Bronx,10472,40.83116,-73.8688,Westchester Avenue,Unknown,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Bike,Unspecified,Unspecified,Unspecified
2020-10-21,11:10:00,Brooklyn,11212,40.66353,-73.92132,East 98 Street,Unknown,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-25,14:10:00,Bronx,10458,40.857384,-73.88203399999999,East Fordham Road,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-22,10:10:00,Brooklyn,11207,40.684082000000004,-73.90864,Chauncey Street,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Pick-Up Truck,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-19,13:50:00,Queens,11433,40.70241,-73.79253,Liberty Avenue,165 Street,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-05,08:00:00,Brooklyn,11201,40.696197999999995,-73.98869,Adams Street,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-14,21:20:00,Brooklyn,11212,40.65818,-73.92465,Clarkson Avenue,East 91 Street,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-12,00:35:00,Brooklyn,11205,40.691753000000006,-73.966576,Willoughby Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Bike,Unspecified,Unspecified,Unspecified
2020-11-14,07:50:00,Bronx,10462,40.8355,-73.85625,Mcgraw Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-13,16:18:00,Brooklyn,11236,40.632435,-73.88818,Rockaway Parkway,Skidmore Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-30,16:40:00,Brooklyn,11219,40.633083,-74.00558000000001,Fort Hamilton Parkway,60 Street,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-31,19:25:00,Manhattan,10001,40.746037,-73.990524,West 28 Street,Avenue Of The Americas,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-23,15:15:00,Bronx,10458,40.870224,-73.88717,Briggs Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-08,16:15:00,Queens,11435,40.695209999999996,-73.8075,Allendale Street,101 Avenue,1,0,1,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-15,13:30:00,Staten Island,10314,40.606342,-74.14399,Bascom Place,Collfield Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-31,20:20:00,Manhattan,10002,40.720074,-73.988365,Ludlow Street,Rivington Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-03,08:10:00,Brooklyn,11225,40.655632000000004,-73.95987,Flatbush Avenue,Parkside Avenue,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-24,20:50:00,Bronx,10469,40.874004,-73.861305,Bronxwood Avenue,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-21,17:10:00,Brooklyn,11219,40.639854,-73.98953,42 Street,Unknown,1,0,1,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-12,12:00:00,Bronx,10474,40.821095,-73.88731999999999,Bryant Avenue,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Tractor Truck Diesel,Van,Unspecified,Unspecified,Unspecified
2020-11-12,18:20:00,Brooklyn,11203,40.650517,-73.92359,Kings Highway,Snyder Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-20,11:20:00,Manhattan,10007,40.713997,-74.00869,Church Street,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Box Truck,Unspecified,Unspecified,Unspecified
2020-11-20,09:35:00,Brooklyn,11207,40.674683,-73.8946,Vermont Street,Liberty Avenue,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,Van,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-28,13:58:00,Queens,11426,40.74091,-73.72665400000001,Cross Island Parkway,Unknown,0,0,0,0,0,0,0,0,Reaction To Uninvolved Vehicle,Pavement Slippery,Pavement Slippery,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified
2020-11-18,11:15:00,Manhattan,10030,40.823646999999994,-73.943855,Edgecombe Avenue,West 145 Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-28,20:55:00,Brooklyn,11219,40.62522,-74.00025,65 Street,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Taxi,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-04,12:04:00,Brooklyn,11233,40.680676,-73.91404,Sumpter Street,Boyland Street,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Pick-Up Truck,Unspecified,Unspecified,Unspecified
2020-11-28,14:30:00,Queens,11420,40.66641,-73.819244,150 Avenue,122 Street,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-18,12:20:00,Queens,11354,40.762566,-73.81859,Roosevelt Avenue,147 Street,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,Tractor Truck Diesel,Sedan,Unspecified,Unspecified,Unspecified
2020-11-24,12:30:00,Queens,11422,40.672688,-73.73544,Laurelton Parkway,Unknown,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified
2020-11-03,14:50:00,Queens,11354,40.770325,-73.83497,Whitestone Expressway,Unknown,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unsafe Speed,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-14,14:00:00,Brooklyn,11201,40.689243,-73.98873,State Street,Smith Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-02,02:00:00,Manhattan,10128,40.77904,-73.9435,Fdr Drive,Unknown,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Box Truck,Unspecified,Unspecified,Unspecified,Unspecified
2020-12-01,17:50:00,Brooklyn,11231,40.672558,-73.99883,Hamilton Avenue,Smith Street,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-08,18:45:00,Queens,11422,40.66758,-73.737404,Brookville Boulevard,Francis Lewis Boulevard,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-13,11:36:00,Queens,11435,40.709747,-73.82056999999999,Van Wyck Expwy,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Unspecified,Unspecified
2020-11-03,13:30:00,Brooklyn,11225,40.670006,-73.95328,Rogers Avenue,Unknown,1,0,0,0,1,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Bike,Unspecified,Unspecified,Unspecified,Unspecified
2020-11-17,17:30:00,Brooklyn,11234,40.63147,-73.91955,Flatlands Avenue,East 59 Street,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified
2020-11-07,23:20:00,Brooklyn,11207,40.66077,-73.89551,New Lots Avenue,Alabama Avenue,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-21,16:10:00,Brooklyn,11222,40.724872999999995,-73.953445,Norman Avenue,Guernsey Street,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Box Truck,Unspecified,Unspecified,Unspecified
2020-11-17,00:28:00,Brooklyn,11212,40.664654,-73.916275,Saratoga Avenue,Blake Avenue,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified
2020-11-19,14:11:00,Brooklyn,11215,40.669426,-73.972824,Prospect Park West,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-27,03:42:00,Manhattan,10128,40.783245,-73.94473,1 Avenue,Unknown,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Van,Unspecified,Unspecified,Unspecified
2020-11-14,20:21:00,Queens,11374,40.729168,-73.85977,97-10 Queens Boulevard,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-26,14:00:00,Queens,11432,40.709270000000004,-73.797325,165 Street,Hillside Avenue,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-29,18:00:00,Brooklyn,11235,40.583054,-73.960014,Coney Island Avenue,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-15,15:40:00,Queens,11420,40.669059999999995,-73.82330999999999,149 Avenue,117 Street,1,0,0,0,0,0,1,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-10-29,15:00:00,Queens,11355,40.75652,-73.821434,Bowne Street,Ash Avenue,0,0,0,0,0,0,0,0,Failure To Yield Right-Of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified
2020-10-20,14:30:00,Staten Island,10314,40.603207,-74.13859599999999,Willowbrook Road,Ardmore Avenue,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
2020-11-27,13:04:00,Queens,11693,40.58797,-73.80768,81-04 Rockaway Beach Boulevard,Unknown,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-10-18,20:05:00,Brooklyn,11206,40.703842,-73.93831999999999,Bushwick Avenue,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,Box Truck,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified
2020-11-26,03:27:00,Brooklyn,11208,40.677647,-73.881676,Shepherd Avenue,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified
2020-11-10,07:33:00,Brooklyn,11236,40.646626,-73.90399000000001,Rockaway Parkway,Farragut Road,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-Up Truck,Unspecified,Unspecified,Unspecified
2020-11-14,23:26:00,Queens,11414,40.667862,-73.85073,151 Avenue,84 Street,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Unspecified,Unspecified
2020-10-20,16:37:00,Bronx,10468,40.862778000000006,-73.906166,West Fordham Road,Unknown,0,0,0,0,0,0,0,0,Passing Or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Unspecified,Unspecified,Unspecified
