u,v,key,osmid,oneway,highway,length,geometry,lanes,ref,name,maxspeed,bridge,dangerosity,tunnel,access
42794848,6548383017,0,"[5700577, 697223503]",True,motorway_link,623.455,"LINESTRING (-73.92053079999999 40.7337623, -73.9208125 40.734058, -73.9209761 40.7341962, -73.9211638 40.7343131, -73.9212958 40.7343706, -73.9214257 40.7344228, -73.9215671 40.7344687, -73.9217235 40.7345072, -73.9218699 40.7345331, -73.9220734 40.7345611, -73.9222247 40.7345708, -73.92239429999999 40.7345718, -73.9225977 40.7345536, -73.92281439999999 40.7345091, -73.92303339999999 40.7344467, -73.92322420000001 40.7343756, -73.9234099 40.7342922, -73.9236236 40.7341853, -73.9238433 40.7340491, -73.9240635 40.7338962, -73.9243474 40.7336634, -73.9244498 40.7335746, -73.9245859 40.733443, -73.92471449999999 40.7332994, -73.9248162 40.7331517, -73.92488280000001 40.7330564, -73.9249501 40.7329525, -73.9250139 40.7328555, -73.925121 40.7327012, -73.9252415 40.732495, -73.9253665 40.7322866, -73.9256456 40.7318066)",1,,,55 mph,yes,0.4550000000000409,,
6548383017,5978376418,0,697223502,True,motorway,54.364,"LINESTRING (-73.9256456 40.7318066, -73.9259553 40.7313777)",2,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.3639999999999972,,
5978376418,476025020,0,"[658193988, 664449423]",True,motorway,970.3010000000002,"LINESTRING (-73.9259553 40.7313777, -73.9265645 40.7304533, -73.92695500000001 40.7298879, -73.92715680000001 40.7296183, -73.9273908 40.7293562, -73.92769629999999 40.7290446, -73.9279386 40.7288241, -73.9281972 40.7285896, -73.92867630000001 40.7281691, -73.9293234 40.7276099, -73.92970459999999 40.7272747, -73.9300946 40.7269286, -73.9304283 40.726639, -73.9306867 40.7264287, -73.9308545 40.72631, -73.93106969999999 40.7261723, -73.9313428 40.7260107, -73.9315634 40.7258904, -73.9318442 40.7257478, -73.9322999 40.7255592, -73.9327358 40.7254077, -73.9331899 40.7252745, -73.9335166 40.7251809, -73.9336115 40.7251562)",3,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.30100000000015825,,
476025020,476025877,0,"[39946147, 46817034, 46817035, 46817040, 46817041, 39703058]",True,motorway,1266.3990000000001,"LINESTRING (-73.9336115 40.7251562, -73.9344586 40.7248984, -73.9348332 40.7248039, -73.93561680000001 40.7246044, -73.9362663 40.7244377, -73.93702740000001 40.7242469, -73.9373827 40.724151, -73.93779670000001 40.7240029, -73.93810619999999 40.7238784, -73.93843080000001 40.7237373, -73.93910219999999 40.7233821, -73.9400184 40.7228816, -73.94023180000001 40.7227542, -73.9404285 40.7226192, -73.9407722 40.7223898, -73.94102359999999 40.7222107, -73.9416478 40.7217513, -73.94218360000001 40.7213998, -73.94404919999999 40.7203011, -73.9461166 40.7190855)",3,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.3990000000001146,,
476025877,598268281,0,39946147,True,motorway,207.085,"LINESTRING (-73.9461166 40.7190855, -73.94804070000001 40.7179272)",3,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.08500000000000796,,
598268281,598031719,0,"[39946147, 46816997]",True,motorway,688.583,"LINESTRING (-73.94804070000001 40.7179272, -73.94987829999999 40.7167177, -73.95130159999999 40.7157045, -73.952155 40.7150405, -73.95301139999999 40.7143171, -73.9536411 40.7137478, -73.9538235 40.7135689)",3,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.58299999999997,,
598031719,479716904,0,122625698,True,motorway,251.31900000000002,"LINESTRING (-73.9538235 40.7135689, -73.9545134 40.7129509, -73.9548739 40.7126191, -73.95515709999999 40.7123263, -73.9554146 40.7120336, -73.955612 40.7117668)",2,I 278,Brooklyn-Queens Expressway,45 mph,,0.3190000000000168,,
479716904,479715815,0,122625675,True,motorway,1039.4759999999999,"LINESTRING (-73.955612 40.7117668, -73.9557837 40.7114741, -73.9559039 40.7111943, -73.9559897 40.7109341, -73.9561099 40.7105047, -73.9562129 40.7102509, -73.9563588 40.7099581, -73.9570358 40.708762, -73.9581172 40.7068621, -73.9592159 40.7049362, -73.9602715 40.7031263)",3,I 278,Brooklyn-Queens Expressway,45 mph,,0.4759999999998854,,
479715815,479715838,0,"[46817504, 46817505, 39974308, 122625675, 46843819, 46843820, 46817494, 46817500]",True,motorway,942.0170000000003,"LINESTRING (-73.9602715 40.7031263, -73.9609052 40.7020004, -73.9610615 40.7017144, -73.9613605 40.7011632, -73.9618165 40.7001575, -73.9619345 40.6998565, -73.96211700000001 40.6992817, -73.962433 40.6982507, -73.9625188 40.6979416, -73.96264050000001 40.6975247, -73.9627849 40.6972034, -73.9628768 40.697056, -73.9629807 40.6969172, -73.96310010000001 40.6967733, -73.9632362 40.6966381, -73.9633911 40.6965059, -73.96356609999999 40.6963763, -73.96371499999999 40.6962914, -73.96386990000001 40.6962126, -73.96398259999999 40.6961531, -73.9640986 40.6960992, -73.964348 40.6960107, -73.96466580000001 40.6959238, -73.9649904 40.6958664)",3,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.017000000000280124,,
479715838,598043800,0,"[46818459, 39974308]",True,motorway,1376.2599999999998,"LINESTRING (-73.9649904 40.6958664, -73.96526 40.6958486, -73.9655329 40.6958445, -73.9764764 40.6962102, -73.97724030000001 40.6962558, -73.9779355 40.6963013, -73.97953440000001 40.6963595, -73.9797265 40.6963696, -73.9798765 40.6963833, -73.9799955 40.6963949, -73.98014019999999 40.6964182, -73.9802771 40.6964437, -73.9804104 40.696476, -73.9805494 40.6965147, -73.9806921 40.6965636, -73.9808323 40.6966158, -73.98095530000001 40.6966698, -73.98108499999999 40.696744, -73.9811574 40.6968008)",3,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.25999999999976353,,
598043800,42462185,0,"[122625689, 46818450, 46818452]",True,motorway,363.83799999999997,"LINESTRING (-73.9811574 40.6968008, -73.981461 40.6970421, -73.98169249999999 40.6972086, -73.9833958 40.6987563, -73.9839382 40.6992991)",2,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.8379999999999654,,
42462185,451019504,0,"[46819904, 797654752, 46819493, 46819494, 38254377, 46819498, 46819499, 46819917, 797654751, 46818452, 797654748, 797654750, 46819903]",True,motorway,638.81,"LINESTRING (-73.9839382 40.6992991, -73.98436940000001 40.6996751, -73.9846871 40.6999605, -73.985035 40.7002671, -73.985164 40.7003729, -73.9853171 40.700483, -73.9855151 40.7006087, -73.9856315 40.700678, -73.9857956 40.7007689, -73.985944 40.7008352, -73.9861221 40.7009115, -73.986254 40.7009598, -73.98641240000001 40.7010133, -73.98658589999999 40.7010647, -73.9867505 40.7011013, -73.98690999999999 40.7011304, -73.9872428 40.7011865, -73.9875708 40.7012385, -73.9878894 40.7012877, -73.98852290000001 40.7013827, -73.9887549 40.7014196, -73.9895179 40.7015306, -73.9897943 40.7015676, -73.9905108 40.7016457)",2,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.8099999999999454,,
451019504,451019469,0,"[191304176, 46819899, 46819900, 183103093]",True,motorway,417.083,"LINESTRING (-73.9905108 40.7016457, -73.9908135 40.7016592, -73.9911424 40.7016805, -73.9914041 40.7016916, -73.99175959999999 40.7017041, -73.9919403 40.7016986, -73.9921628 40.7016878, -73.9923191 40.7016792, -73.9925561 40.7016628, -73.9927045 40.7016408, -73.99286619999999 40.7016064, -73.9929879 40.7015767, -73.9931503 40.7015362, -73.99333059999999 40.701482, -73.9935243 40.7014262, -73.9936994 40.7013684, -73.99392229999999 40.7012823, -73.9943677 40.7010961, -73.9948041 40.70088, -73.9951562 40.7007242)","['3', '2']",I 278,Brooklyn-Queens Expressway,45 mph,yes,0.08300000000002683,yes,
451019469,449621818,0,"[46835360, 183103105, 122625703, 38182028, 46835356, 46835357]",True,motorway,1204.9380000000003,"LINESTRING (-73.9951562 40.7007242, -73.9955393 40.700504, -73.9957797 40.7003235, -73.99603569999999 40.7001121, -73.99626360000001 40.6998579, -73.9964524 40.6995882, -73.99664900000001 40.6992154, -73.9970622 40.6983556, -73.9973116 40.6978242, -73.9976681 40.6970924, -73.99819050000001 40.6959936, -73.99887560000001 40.6945495, -73.9991216 40.6940018, -73.999223 40.6937261, -73.99936049999999 40.6934202, -73.99945390000001 40.6931796, -73.99951129999999 40.6929662, -73.9995412 40.6927337, -73.9995428 40.6924656, -73.999522 40.6922853, -73.99944360000001 40.6919238, -73.9991859 40.6913252, -73.9989243 40.6907411)",3,I 278,Brooklyn-Queens Expressway,45 mph,yes,0.9380000000003292,yes,
449621818,598202943,0,46835357,True,motorway,152.85199999999998,"LINESTRING (-73.9989243 40.6907411, -73.99885140000001 40.690533, -73.99879989999999 40.6903248, -73.998773 40.6901051, -73.9987709 40.6899705, -73.9987852 40.6898356, -73.99885140000001 40.6895893, -73.99893 40.6893926)",3,I 278,Brooklyn-Queens Expressway,45 mph,,0.8519999999999754,,
598202943,598248774,0,"[117596246, 46835357, 117596238]",True,motorway,1052.957,"LINESTRING (-73.99893 40.6893926, -73.9989458 40.689342, -73.9990513 40.6890937, -74.002708 40.6815162, -74.0029641 40.6810397, -74.0032271 40.6805024)",3,I 278,Brooklyn-Queens Expressway,"['50 mph', '45 mph']",,0.9570000000001073,,
598248774,449388063,0,"[46841067, 61574548]",True,motorway,644.337,"LINESTRING (-74.0032271 40.6805024, -74.0034575 40.6799395, -74.0035433 40.6796628, -74.0035831 40.6794088, -74.00356600000001 40.6790052, -74.0034801 40.6786732, -74.0033988 40.6784906, -74.0033184 40.678345, -74.0032035 40.678176, -74.0030762 40.6780061, -74.00225279999999 40.6770915, -74.00193520000001 40.6767074, -74.001419 40.6760664, -74.00083960000001 40.6753097)",3,I 278,Brooklyn-Queens Expressway,50 mph,yes,0.3369999999999891,,
449388063,449388060,0,38168645,True,motorway,899.894,"LINESTRING (-74.00083960000001 40.6753097, -73.99675499999999 40.6686244, -73.9965747 40.6683249, -73.99639449999999 40.6679538)",4,I 278,Gowanus Expressway,50 mph,yes,0.8940000000000055,,
449388060,598290969,0,"[412438593, 46846338, 352308991, 122625679]",True,motorway,248.33799999999997,"LINESTRING (-73.99639449999999 40.6679538, -73.9962831 40.667606, -73.9962335 40.6674473, -73.9961946 40.6672866, -73.9961718 40.667131, -73.9961543 40.6669733, -73.996145 40.6667648, -73.9961429 40.6666227, -73.9961476 40.6665633, -73.9961651 40.6663711, -73.99621740000001 40.6660477, -73.99626689999999 40.6657446)",3,I 278,"['Gowanus Expressway', 'Brooklyn-Queens Expressway']",50 mph,yes,0.33799999999996544,,
598290969,449388544,0,46846341,True,motorway,1602.5430000000001,"LINESTRING (-73.99626689999999 40.6657446, -73.9963411 40.6655561, -73.9965718 40.665198, -73.9968494 40.6648614, -73.99719589999999 40.664505, -73.9985259 40.6632607, -74.0078103 40.6543286)",3,I 278,Gowanus Expressway,50 mph,yes,0.54300000000012,,
449388544,449025263,0,46846341,True,motorway,1255.096,"LINESTRING (-74.0078103 40.6543286, -74.0132435 40.6490883, -74.017021 40.6454647)",3,I 278,Gowanus Expressway,50 mph,yes,0.09600000000000364,,
449025263,5882645209,0,622841179,True,motorway_link,97.798,"LINESTRING (-74.017021 40.6454647, -74.0176618 40.6447318)",1,,,,yes,0.7980000000000018,,
5882645209,5882645229,0,"[622841185, 622841182, 622841183]",False,motorway,1845.0169999999994,"LINESTRING (-74.0176618 40.6447318, -74.0180288 40.6443741, -74.0184711 40.6439508, -74.0188045 40.6436284, -74.01929320000001 40.6431416, -74.01966400000001 40.6427926, -74.02025620000001 40.6422316, -74.0205895 40.6419242, -74.02092020000001 40.6416088, -74.02110620000001 40.6413588, -74.02130270000001 40.6410736, -74.0215099 40.6407037, -74.02159090000001 40.6405334, -74.02168380000001 40.6402894, -74.0217304 40.6400345, -74.0217583 40.6397786, -74.02171850000001 40.6393744, -74.0216082 40.6390176, -74.0214793 40.6387281, -74.02126730000001 40.6384213, -74.0210278 40.6381489, -74.02077679999999 40.6379372, -74.020478 40.6377125, -74.02017909999999 40.6375087, -74.01973150000001 40.6372261, -74.0191281 40.6368658, -74.0186087 40.6365553, -74.01816770000001 40.6362851, -74.0176357 40.6359679, -74.01722530000001 40.6356665, -74.01690120000001 40.6354175, -74.0165705 40.6351051, -74.0164304 40.6349327, -74.01629560000001 40.6347342, -74.0161907 40.6345014, -74.01608040000001 40.6342282, -74.0160114 40.6338523, -74.0159755 40.6335418, -74.0159994 40.6330772, -74.0160977 40.6326428, -74.0162358 40.6322083, -74.0164138 40.6317154, -74.01663430000001 40.6311328, -74.01671090000001 40.6309244)",1,I 278,Gowanus Expressway (HOV),45 mph,yes,0.01699999999937063,,
5882645229,5882644709,0,"[622841186, 622841187, 622841166]",False,motorway,2780.6949999999993,"LINESTRING (-74.01671090000001 40.6309244, -74.01680159999999 40.6306773, -74.0169889 40.6301783, -74.0171177 40.6298114, -74.01736080000001 40.6291562, -74.0175852 40.6285917, -74.0177083 40.6282669, -74.0178887 40.6278183, -74.01803200000001 40.6274592, -74.01818900000001 40.62707, -74.0183238 40.6267433, -74.0185061 40.6263082, -74.018669 40.625883, -74.01893269999999 40.6253105, -74.0191557 40.6248677, -74.019367 40.6245081, -74.019621 40.6241301, -74.0199544 40.6236758, -74.0203472 40.6231847, -74.0206412 40.6228205, -74.0209964 40.6224058, -74.02124310000001 40.6221376, -74.0214639 40.6218847, -74.0216441 40.6216766, -74.0219202 40.6213497, -74.0222747 40.6209478, -74.02257299999999 40.6205953, -74.0227404 40.6203998, -74.02310060000001 40.6199962, -74.0235962 40.6194039, -74.0239072 40.6190262, -74.0241051 40.6188064, -74.0245049 40.6183447, -74.0248356 40.6179616, -74.02502560000001 40.6177448, -74.025246 40.6174595, -74.0255701 40.6170209, -74.0257335 40.6168153, -74.02609339999999 40.6163918, -74.02627 40.6161801, -74.0265662 40.6158484, -74.02698460000001 40.6153645, -74.02735509999999 40.614939, -74.02767919999999 40.6145458, -74.02795639999999 40.6142251, -74.02813500000001 40.6140149, -74.0283393 40.613802, -74.0286059 40.6135779, -74.0290165 40.6132643, -74.0293897 40.6129711, -74.0297269 40.6127245, -74.02991400000001 40.6125341, -74.0300618 40.61235, -74.03026149999999 40.6120288, -74.0304045 40.6117957, -74.030599 40.6114813, -74.030688 40.6113794, -74.0307845 40.6112843, -74.0309201 40.6111764, -74.03109139999999 40.6110639, -74.0313412 40.6109432, -74.03162829999999 40.6108203, -74.0323982 40.610546, -74.0328842 40.610403, -74.03358950000001 40.6101741)",1,I 278,Gowanus Expressway (HOV),35 mph,yes,0.6949999999992542,,
5882644709,8066881290,0,"[865473230, 865473231]",False,motorway,2427.0759999999996,"LINESTRING (-74.03358950000001 40.6101741, -74.0352931 40.6096379, -74.0367091 40.6091846, -74.0371928 40.6090188, -74.0374168 40.6089475, -74.0378989 40.6088029, -74.0395482 40.6082729, -74.04000859999999 40.6081135, -74.0416642 40.6075731, -74.0456058 40.6062803, -74.0473006 40.6057348, -74.0489603 40.6052014, -74.0496818 40.604969, -74.05061000000001 40.6046662, -74.052278 40.6041327, -74.05624 40.602852, -74.0568561 40.602647, -74.057547 40.6024268, -74.05796960000001 40.6022917, -74.0584061 40.6021566, -74.0588439 40.6020059, -74.05897400000001 40.6019668, -74.0591216 40.6019256, -74.0592747 40.6018935, -74.0594751 40.6018595, -74.05968129999999 40.6018384, -74.0599254 40.60182, -74.0601092 40.6018185)",1,,HOV Lane,,yes,0.07599999999956708,,Restricted
8066881290,447814363,0,"[865471840, 865471841, 865471842, 865471843, 865471844, 865471845, 865471846, 865471847, 865471848, 865471849, 865471850, 865471851, 865471835, 865471836, 865471837, 865471838, 865471839]",False,motorway,7417.170999999999,"LINESTRING (-74.0601092 40.6018185, -74.0605657 40.6018423, -74.060971 40.6018657, -74.0615214 40.6019178, -74.06212650000001 40.6019911, -74.0623513 40.6020248, -74.0628413 40.6021067, -74.0632433 40.602184, -74.0636674 40.6022744, -74.06389350000001 40.6023257, -74.0644126 40.602466, -74.0647501 40.6025623, -74.0653429 40.6027432, -74.065748 40.6028711, -74.066222 40.6030316, -74.0668225 40.603227, -74.0671007 40.6033093, -74.0681369 40.6036796, -74.06905740000001 40.6040272, -74.06936279999999 40.6041474, -74.070308 40.604527, -74.0712255 40.6048915, -74.0715872 40.6050276, -74.0721399 40.6052273, -74.0726578 40.6054047, -74.0730239 40.6055133, -74.07320420000001 40.6055637, -74.0735756 40.6056577, -74.0739985 40.6057542, -74.0746089 40.6058825, -74.07529890000001 40.6059976, -74.07583510000001 40.6060768, -74.0764606 40.6061437, -74.0767409 40.6061633, -74.0771031 40.6061882, -74.07770960000001 40.606212, -74.0778961 40.6062186, -74.07934969999999 40.6062529, -74.08073 40.606285, -74.08096430000001 40.6062913, -74.08126369999999 40.6063042, -74.0818242 40.6063435, -74.0824303 40.6064143, -74.0830799 40.6065089, -74.0834007 40.6065621, -74.08433960000001 40.6067736, -74.084908 40.6069237, -74.0852895 40.6070441, -74.0856955 40.6071852, -74.08700260000001 40.6077054, -74.0875965 40.6079538, -74.08859889999999 40.6083735, -74.0888167 40.6084646, -74.0898639 40.6089018, -74.0903156 40.609093, -74.0905235 40.6091867, -74.09137939999999 40.6095429, -74.0922068 40.609892, -74.09251500000001 40.6100113, -74.0929302 40.6101561, -74.0934785 40.6103182, -74.0938163 40.6104036, -74.0944052 40.610524, -74.09478679999999 40.6105886, -74.0952915 40.6106492, -74.0955945 40.6106732, -74.0959338 40.610688, -74.0963457 40.6107039, -74.0966233 40.6106994, -74.0970765 40.6106817, -74.098012 40.6106568, -74.1013501 40.610533, -74.1019036 40.6105109, -74.1033903 40.6104519, -74.1052562 40.610385, -74.1057441 40.6103676, -74.10698360000001 40.6103229, -74.1077028 40.6102935, -74.1080262 40.6102849, -74.1082925 40.6102843, -74.1086395 40.6102899, -74.1089727 40.6103047, -74.10935670000001 40.6103345, -74.1097755 40.6103801, -74.1100928 40.6104271, -74.11055709999999 40.6105041, -74.1110687 40.6106127, -74.11139970000001 40.6106967, -74.1125454 40.6109905, -74.112859 40.6110707, -74.1132246 40.6111384, -74.1135228 40.6111882, -74.11367009999999 40.6112118, -74.1140343 40.6112579, -74.1145561 40.611293, -74.1149305 40.6113008, -74.1151672 40.6113001, -74.1154166 40.6112907, -74.11562790000001 40.6112801, -74.1158836 40.6112593, -74.1162018 40.6112267, -74.1165403 40.6111822, -74.1166587 40.6111616, -74.1169383 40.6111045, -74.11736260000001 40.6110025, -74.11786669999999 40.6108754, -74.1184305 40.6106989, -74.1196826 40.6103034, -74.12027209999999 40.6101293, -74.12123200000001 40.60985, -74.1214805 40.6097787, -74.1221158 40.6096189, -74.1233573 40.6093288, -74.1245066 40.6090909, -74.1252284 40.6089496, -74.1262574 40.6087736, -74.1266308 40.6087168, -74.12805710000001 40.6085267, -74.129103 40.6084143, -74.12944950000001 40.608376, -74.1297986 40.6083432, -74.1301732 40.6083143, -74.13086680000001 40.6082632, -74.1316082 40.6082204, -74.13310420000001 40.6081411, -74.1352065 40.6080368, -74.13765770000001 40.607906, -74.1395067 40.6078097, -74.141254 40.6077265, -74.1428511 40.6076384, -74.14338189999999 40.6076221, -74.1437255 40.6076347, -74.1439518 40.60764, -74.1443781 40.6076795, -74.14478149999999 40.6077679)",1,,HOV Lanes,,yes,0.170999999999367,,Restricted
447814363,1934649760,0,"[183103659, 171733204, 183103516]",True,motorway,526.2280000000001,"LINESTRING (-74.14478149999999 40.6077679, -74.145348 40.6078418, -74.1458997 40.6079378, -74.14646380000001 40.6080593, -74.1470053 40.6081955, -74.1475226 40.6083579, -74.14802829999999 40.6085404, -74.1485588 40.608753, -74.1490271 40.6089835, -74.1494151 40.6091867, -74.149849 40.6094422, -74.15012489999999 40.6096206, -74.1503263 40.6097633)",3,I 278,"['Staten Island Expressway', 'Staten Island Expressway Westbound']",50 mph,yes,0.22800000000006548,,
1934649760,42944917,0,183103659,True,motorway,354.712,"LINESTRING (-74.1503263 40.6097633, -74.1506986 40.6100271, -74.15328169999999 40.6120305)",3,I 278,Staten Island Expressway,50 mph,,0.7119999999999891,,
42944917,447588866,0,"[183103520, 183103460, 183103659, 183103501, 183103583]",True,motorway,356.741,"LINESTRING (-74.15328169999999 40.6120305, -74.1534716 40.612176, -74.1539934 40.6125758, -74.154582 40.6130268, -74.1548403 40.6132308, -74.15624680000001 40.6143166)",3,I 278,Staten Island Expressway,50 mph,yes,0.7409999999999854,,
447588866,447588867,0,"[84829617, 588183100, 183103487]",True,motorway,185.447,"LINESTRING (-74.15624680000001 40.6143166, -74.15717650000001 40.6150287, -74.1574632 40.6152484, -74.15779329999999 40.6155012)",3,I 278;NY 440,Staten Island Expressway,50 mph,yes,0.44700000000000273,,
447588867,5043287400,0,516657895,True,motorway,267.117,"LINESTRING (-74.15779329999999 40.6155012, -74.15837190000001 40.6159118, -74.1588096 40.616218, -74.16010420000001 40.6171424)",3,I 278;NY 440,Staten Island Expressway,50 mph,,0.11700000000001864,,
5043287400,447589010,0,516657894,True,motorway,7.477,"LINESTRING (-74.16010420000001 40.6171424, -74.160174 40.6171838)",3,I 278;NY 440,Staten Island Expressway,50 mph,,0.4770000000000003,,
447589010,60649828,0,183103426,True,motorway,551.9100000000001,"LINESTRING (-74.160174 40.6171838, -74.1606137 40.6174514, -74.1611791 40.6177813, -74.1617585 40.6181168, -74.1623034 40.6184137, -74.1627567 40.6186628, -74.1633705 40.6189792, -74.16395199999999 40.6192626, -74.1647207 40.6196307, -74.1655451 40.6200059)",3,I 278;NY 440,Staten Island Expressway,50 mph,,0.9100000000000819,,
60649828,60649831,0,"[183103426, 183103645]",True,motorway,324.67699999999996,"LINESTRING (-74.1655451 40.6200059, -74.16714399999999 40.6206646, -74.16739920000001 40.6207714, -74.1676497 40.6208711, -74.16790399999999 40.6209656, -74.1681808 40.6210544, -74.1684502 40.6211331, -74.16872290000001 40.6212038, -74.16900339999999 40.6212677)",3,I 278;NY 440,Staten Island Expressway,50 mph,yes,0.6769999999999641,,
60649831,42944230,0,"[68325092, 68325095, 68325064, 68325099, 68325077]",True,motorway,912.6250000000001,"LINESTRING (-74.16900339999999 40.6212677, -74.1692566 40.6213368, -74.169499 40.6214123, -74.1708323 40.6218713, -74.17133560000001 40.6219805, -74.1717088 40.6220292, -74.17213340000001 40.6220323, -74.17252139999999 40.6220086, -74.1730178 40.6218934, -74.1735017 40.6217618, -74.17396069999999 40.6216208, -74.1743767 40.6214453, -74.1747408 40.621279, -74.1750746 40.6210877, -74.1753361 40.6209186, -74.1756058 40.6207335, -74.1759108 40.6205051, -74.17618450000001 40.6202647, -74.1764687 40.6199654, -74.17673929999999 40.6196554, -74.1769376 40.6193435, -74.1771183 40.6190211, -74.17739829999999 40.618447)",2,NY 440,,50 mph,yes,0.6250000000001137,,
42944230,60649958,0,"[516664186, 516664187, 38023839]",True,motorway,1103.534,"LINESTRING (-74.17739829999999 40.618447, -74.17806880000001 40.6163729, -74.1782405 40.6159754, -74.17843790000001 40.6155585, -74.17866100000001 40.615161, -74.1788928 40.6147766, -74.17960909999999 40.6137532, -74.17989799999999 40.6133105, -74.1806488 40.6121599, -74.1814371 40.6108012, -74.1822817 40.6092799)",2,NY 440,West Shore Expressway,50 mph,,0.5340000000001055,,
60649958,446501048,0,"[588183071, 38023839]",True,motorway,1440.333,"LINESTRING (-74.1822817 40.6092799, -74.18311319999999 40.6076187, -74.1834909 40.606954, -74.1839028 40.6063285, -74.1843148 40.6057485, -74.1847612 40.6051946, -74.1852761 40.6046277, -74.1857874 40.6042115, -74.186121 40.6038829, -74.1868419 40.6032128, -74.1884862 40.6015584, -74.1890269 40.6010175, -74.1895162 40.6004831, -74.1899968 40.5999097, -74.190426 40.5993362, -74.1907607 40.5987822, -74.1910354 40.5982674)",2,NY 440,West Shore Expressway,50 mph,,0.3330000000000837,,
446501048,446501054,0,588183071,True,motorway,549.539,"LINESTRING (-74.1910354 40.5982674, -74.19129289999999 40.5976743, -74.19285499999999 40.5935228)",2,NY 440,West Shore Expressway,50 mph,,0.5389999999999873,,
446501054,446501080,0,524354531,True,motorway,957.3420000000001,"LINESTRING (-74.19285499999999 40.5935228, -74.19312960000001 40.5927863, -74.1933013 40.5922975, -74.1934129 40.5918869, -74.19351589999999 40.5913459, -74.19356740000001 40.5908571, -74.19356740000001 40.5903161, -74.1935245 40.5897556, -74.1934129 40.5891429, -74.19247729999999 40.585043)",2,NY 440,West Shore Expressway,50 mph,,0.3420000000000982,,
446501080,446727480,0,"[285917123, 588183068, 524355695, 285917132]",True,motorway,1412.673,"LINESTRING (-74.19247729999999 40.585043, -74.1922198 40.5838958, -74.191619 40.5812427, -74.1913615 40.5800172, -74.1911298 40.5788959, -74.190898 40.5777877, -74.1904689 40.5759558, -74.1903423 40.5753821, -74.1902372 40.5749062, -74.1901256 40.5744173, -74.1900572 40.573981, -74.1900289 40.573498, -74.1900203 40.5730155, -74.19006330000001 40.5724925)",2,NY 440,West Shore Expressway,50 mph,yes,0.6730000000000018,,
446727480,446727497,0,"[524356473, 524355695]",True,motorway,1553.774,"LINESTRING (-74.19006330000001 40.5724925, -74.1901319 40.5719854, -74.19023489999999 40.5715356, -74.1903894 40.571001, -74.1905525 40.5705055, -74.1907671 40.570023, -74.1910589 40.5694623, -74.1913679 40.5689603, -74.1917455 40.5684256, -74.1922434 40.5678258, -74.1927778 40.567262, -74.1933532 40.5666467, -74.19396860000001 40.5659545, -74.1945951 40.565296, -74.1953161 40.5645592, -74.1960285 40.5638485, -74.19667219999999 40.563229, -74.1973074 40.5626226, -74.1979511 40.5620227, -74.1994179 40.5607126)",2,NY 440,West Shore Expressway,50 mph,,0.7739999999998872,,
446727497,446763190,0,"[588183067, 276232044, 276232045]",True,motorway,1308.9899999999998,"LINESTRING (-74.1994179 40.5607126, -74.2001999 40.5599883, -74.20075730000001 40.5595573, -74.2012666 40.5591838, -74.20186409999999 40.5587944, -74.2025062 40.5584239, -74.2031827 40.5580902, -74.20379149999999 40.5578276, -74.2043096 40.5576287, -74.2048326 40.5574511, -74.2053313 40.5573031, -74.2055955 40.5572299, -74.2064706 40.5570011, -74.20733540000001 40.5567758, -74.2091576 40.5563043, -74.20988939999999 40.5561064, -74.2105183 40.5559014, -74.2111482 40.5556811, -74.2116295 40.5555027, -74.21222539999999 40.5552514, -74.21271110000001 40.5550524)",2,NY 440,West Shore Expressway,50 mph,yes,0.9899999999997817,,
446763190,446763198,0,"[150352885, 150352886]",True,motorway,441.628,"LINESTRING (-74.21271110000001 40.5550524, -74.2132666 40.554802, -74.2136587 40.5546041, -74.2141467 40.5543311, -74.2146742 40.5540325, -74.215242 40.5536857, -74.21573979999999 40.5533564, -74.2162771 40.5529695, -74.2167867 40.5525852)",2,NY 440,West Shore Expressway,50 mph,yes,0.6279999999999859,,
446763198,42946607,0,5710942,True,motorway_link,356.45599999999996,"LINESTRING (-74.2167867 40.5525852, -74.2171005 40.5523717, -74.21744390000001 40.5521239, -74.2178559 40.5517913, -74.21821629999999 40.5514913, -74.2197779 40.5503263)",,,,,,0.45599999999996044,,
42946607,42958006,0,"[420551616, 5711697]",True,tertiary,166.218,"LINESTRING (-74.2197779 40.5503263, -74.22018989999999 40.5498502, -74.22043240000001 40.5495545, -74.2205161 40.5494524, -74.2208251 40.5490611)",3,,Veterans Road West,,,0.2179999999999893,,
42958006,42948272,0,"[68665392, 587982956, 587982957]",False,tertiary,141.91400000000002,"LINESTRING (-74.2208251 40.5490611, -74.2207564 40.548872, -74.2204131 40.547985, -74.220359 40.547835)",,,Bloomingdale Road,,yes,0.9140000000000157,,
42948272,43003408,0,222788033,False,tertiary,81.075,"LINESTRING (-74.220359 40.547835, -74.22008959999999 40.5471352)",,,Bloomingdale Road,,,0.07500000000000284,,
