,accidents,geometry,latitude,longitude,total_injured,total_killed
3,1.0,POINT (-74.24495999999998 40.503414),40.503414,-74.24495999999998,0.0,0.0
5,1.0,POINT (-74.24727 40.504482),40.504482,-74.24727,2.0,0.0
10,1.0,POINT (-74.235855 40.507458),40.507458,-74.235855,0.0,0.0
12,1.0,POINT (-74.22924 40.50788),40.50788,-74.22924,0.0,0.0
17,1.0,POINT (-74.24704 40.50918),40.50918,-74.24704,0.0,0.0
19,1.0,POINT (-74.21807 40.509666),40.509666,-74.21807,2.0,0.0
21,1.0,POINT (-74.25076 40.51008),40.51008,-74.25076,0.0,0.0
22,1.0,POINT (-74.2492 40.510117),40.510117,-74.2492,0.0,0.0
25,1.0,POINT (-74.248886 40.511127),40.511127,-74.248886,0.0,0.0
26,1.0,POINT (-74.24129000000001 40.511147),40.511147,-74.24129,0.0,0.0
28,1.0,POINT (-74.24941 40.51167),40.51167,-74.24941,0.0,0.0
32,3.0,POINT (-74.24975999999999 40.512028),40.512028,-74.24976,0.0,0.0
33,1.0,POINT (-74.25082399999999 40.51206),40.51206,-74.250824,0.0,0.0
35,1.0,POINT (-74.23698399999998 40.51247),40.51247,-74.23698399999998,0.0,0.0
38,1.0,POINT (-74.24439 40.51332),40.51332,-74.24439,0.0,0.0
39,1.0,POINT (-74.248085 40.513325),40.513325,-74.248085,0.0,0.0
40,1.0,POINT (-74.24889 40.51347),40.51347,-74.24889,0.0,0.0
41,1.0,POINT (-74.24776 40.51348),40.51348,-74.24776,0.0,0.0
43,1.0,POINT (-74.243256 40.51410300000001),40.51410300000001,-74.243256,0.0,0.0
49,1.0,POINT (-74.21151999999999 40.51453400000001),40.51453400000001,-74.21152,2.0,0.0
53,1.0,POINT (-74.24539 40.514957),40.514957,-74.24539,0.0,0.0
59,1.0,POINT (-74.196884 40.516457),40.516457,-74.196884,0.0,0.0
60,1.0,POINT (-74.23765999999998 40.516594),40.516594,-74.23765999999998,0.0,0.0
62,1.0,POINT (-74.23348 40.516804),40.516804,-74.23348,2.0,0.0
64,1.0,POINT (-74.23369 40.516956),40.516956,-74.23369,0.0,0.0
65,7.0,POINT (-74.23389399999998 40.5171),40.5171,-74.23389399999998,0.0,0.0
68,1.0,POINT (-74.21262 40.518),40.518,-74.21262,0.0,0.0
69,2.0,POINT (-74.2238 40.518196),40.518196,-74.2238,2.0,0.0
71,1.0,POINT (-74.19708 40.51852),40.51852,-74.19708,0.0,0.0
72,1.0,POINT (-74.2298 40.519054),40.519054,-74.2298,0.0,0.0
75,1.0,POINT (-74.18816 40.520092),40.520092,-74.18816,0.0,0.0
76,1.0,POINT (-74.19646999999998 40.520283),40.520283,-74.19646999999998,0.0,0.0
78,1.0,POINT (-74.236565 40.521038),40.521038,-74.236565,0.0,0.0
79,3.0,POINT (-74.21724 40.52114),40.52114,-74.21724,0.0,0.0
81,1.0,POINT (-74.23504 40.521835),40.521835,-74.23504,0.0,0.0
83,1.0,POINT (-74.2169 40.521935),40.521935,-74.2169,0.0,0.0
85,1.0,POINT (-74.20966 40.522522),40.522522,-74.20966,0.0,0.0
87,1.0,POINT (-74.23492399999998 40.52280800000001),40.52280800000001,-74.23492399999998,2.0,0.0
89,1.0,POINT (-74.23485600000002 40.523464),40.523464,-74.23485600000002,0.0,0.0
91,1.0,POINT (-74.19955400000001 40.523624),40.523624,-74.199554,0.0,0.0
92,1.0,POINT (-74.239204 40.523884),40.523884,-74.239204,2.0,0.0
101,1.0,POINT (-74.20985400000001 40.52499),40.52499,-74.209854,0.0,0.0
102,1.0,POINT (-74.20709000000002 40.5253),40.5253,-74.20709000000002,2.0,0.0
104,1.0,POINT (-74.22371 40.52555),40.52555,-74.22371,2.0,0.0
105,1.0,POINT (-74.22751 40.525745),40.525745,-74.22751,2.0,0.0
106,4.0,POINT (-74.2273 40.525764),40.525764,-74.2273,0.0,0.0
107,1.0,POINT (-74.23530600000002 40.525784),40.525784,-74.23530600000002,2.0,0.0
115,1.0,POINT (-74.22157 40.526825),40.526825,-74.22157,2.0,0.0
122,1.0,POINT (-74.21601 40.52836),40.52836,-74.21601,0.0,0.0
128,1.0,POINT (-74.21278000000002 40.529476),40.529476,-74.21278000000002,0.0,0.0
129,1.0,POINT (-74.22279 40.52985),40.52985,-74.22279,0.0,0.0
131,1.0,POINT (-74.19047500000001 40.530106),40.530106,-74.190475,2.0,0.0
135,1.0,POINT (-74.16226 40.530617),40.530617,-74.16226,0.0,0.0
136,1.0,POINT (-74.18387 40.530968),40.530968,-74.18387,0.0,0.0
137,1.0,POINT (-74.20716 40.531036),40.531036,-74.20716,0.0,0.0
138,1.0,POINT (-74.157234 40.53111),40.53111,-74.157234,2.0,0.0
140,1.0,POINT (-74.20491 40.53145),40.53145,-74.20491,0.0,0.0
142,1.0,POINT (-74.16125500000003 40.53172),40.53172,-74.16125500000003,0.0,0.0
148,1.0,POINT (-74.20439 40.532135),40.532135,-74.20439,2.0,0.0
150,1.0,POINT (-74.192024 40.532425),40.532425,-74.192024,0.0,0.0
152,1.0,POINT (-74.22389 40.532616),40.532616,-74.22389,0.0,0.0
157,1.0,POINT (-74.19479 40.533855),40.533855,-74.19479,2.0,0.0
161,1.0,POINT (-74.194115 40.534813),40.534813,-74.194115,2.0,0.0
163,1.0,POINT (-74.235916 40.535046),40.535046,-74.235916,0.0,0.0
166,1.0,POINT (-74.19216 40.53541),40.53541,-74.19216,2.0,0.0
168,1.0,POINT (-74.20598000000003 40.535484),40.535484,-74.20598000000003,0.0,0.0
177,1.0,POINT (-74.23940999999998 40.536247),40.536247,-74.23940999999998,0.0,0.0
182,1.0,POINT (-74.193344 40.536728),40.536728,-74.193344,0.0,0.0
183,1.0,POINT (-74.22429 40.53699500000001),40.53699500000001,-74.22429,0.0,0.0
185,1.0,POINT (-74.14901999999999 40.537125),40.537125,-74.14902,0.0,0.0
188,1.0,POINT (-74.23084 40.537273),40.537273,-74.23084,0.0,0.0
194,1.0,POINT (-74.23724 40.537704),40.537704,-74.23724,0.0,0.0
198,1.0,POINT (-74.148315 40.53819),40.53819,-74.148315,0.0,0.0
203,1.0,POINT (-74.23743 40.538624),40.538624,-74.23743,0.0,0.0
205,1.0,POINT (-74.20515999999998 40.538727),40.538727,-74.20515999999998,0.0,0.0
214,1.0,POINT (-74.18576999999998 40.539577),40.539577,-74.18576999999998,0.0,0.0
215,1.0,POINT (-74.21768 40.53968),40.53968,-74.21768,0.0,0.0
218,1.0,POINT (-74.18686 40.539906),40.539906,-74.18686,2.0,0.0
225,1.0,POINT (-74.177925 40.5409),40.5409,-74.177925,0.0,0.0
227,1.0,POINT (-74.18181 40.540997),40.540997,-74.18181,0.0,0.0
229,1.0,POINT (-74.18849 40.54108400000001),40.54108400000001,-74.18849,0.0,0.0
234,1.0,POINT (-74.185776 40.541176),40.541176,-74.185776,2.0,0.0
236,1.0,POINT (-74.17734499999997 40.541313),40.541313,-74.17734499999997,0.0,0.0
237,1.0,POINT (-74.20984 40.541325),40.541325,-74.20984,0.0,0.0
238,1.0,POINT (-74.22385 40.541363),40.541363,-74.22385,0.0,0.0
246,1.0,POINT (-74.17744 40.541916),40.541916,-74.17744,2.0,0.0
249,1.0,POINT (-74.159454 40.542038),40.542038,-74.159454,0.0,0.0
250,1.0,POINT (-74.1708 40.542152),40.542152,-74.1708,0.0,0.0
252,1.0,POINT (-74.173874 40.542336),40.542336,-74.173874,0.0,0.0
253,1.0,POINT (-74.23671 40.542408),40.542408,-74.23671,2.0,0.0
255,3.0,POINT (-74.20835 40.542603),40.542603,-74.20835,0.0,0.0
261,1.0,POINT (-74.16389000000002 40.54292),40.54292,-74.16389000000002,2.0,0.0
262,1.0,POINT (-74.19435 40.542927),40.542927,-74.19435,0.0,0.0
264,1.0,POINT (-74.16391 40.542976),40.542976,-74.16391,2.0,0.0
267,1.0,POINT (-74.17703 40.54343),40.54343,-74.17703,0.0,0.0
272,1.0,POINT (-74.17843000000001 40.54364),40.54364,-74.17843,0.0,0.0
279,1.0,POINT (-74.19504499999999 40.544422),40.544422,-74.195045,0.0,0.0
286,1.0,POINT (-74.14333000000001 40.54493),40.54493,-74.14333,0.0,0.0
288,2.0,POINT (-74.16057600000001 40.54534),40.54534,-74.160576,0.0,0.0
290,1.0,POINT (-74.19851 40.54546),40.54546,-74.19851,0.0,0.0
291,1.0,POINT (-74.20186 40.545544),40.545544,-74.20186,0.0,0.0
307,1.0,POINT (-74.21576999999998 40.547153),40.547153,-74.21576999999998,0.0,0.0
308,1.0,POINT (-74.21686 40.54716),40.54716,-74.21686,2.0,0.0
310,1.0,POINT (-74.18024399999999 40.547245),40.547245,-74.18024399999999,2.0,0.0
311,1.0,POINT (-74.16105 40.54725300000001),40.54725300000001,-74.16105,0.0,0.0
312,1.0,POINT (-74.19694 40.54733),40.54733,-74.19694,0.0,0.0
314,1.0,POINT (-74.16493 40.547367),40.547367,-74.16493,0.0,0.0
315,1.0,POINT (-74.17622 40.547504),40.547504,-74.17622,0.0,0.0
316,1.0,POINT (-74.1803 40.547535),40.547535,-74.1803,0.0,0.0
319,1.0,POINT (-74.19497 40.5479),40.5479,-74.19497,0.0,0.0
321,1.0,POINT (-74.20940400000001 40.547977),40.547977,-74.209404,0.0,0.0
329,1.0,POINT (-74.15244 40.548622),40.548622,-74.15244,0.0,0.0
330,1.0,POINT (-74.15463000000003 40.54869),40.54869,-74.15463000000003,0.0,0.0
331,1.0,POINT (-74.19705 40.54878),40.54878,-74.19705,2.0,0.0
336,1.0,POINT (-74.220924 40.54934),40.54934,-74.220924,0.0,0.0
338,2.0,POINT (-74.21966 40.549477),40.549477,-74.21966,2.0,0.0
345,1.0,POINT (-74.16226 40.54976),40.54976,-74.16226,0.0,0.0
358,1.0,POINT (-74.14475999999998 40.550835),40.550835,-74.14475999999998,0.0,0.0
364,1.0,POINT (-74.14646999999999 40.551434),40.551434,-74.14647,0.0,0.0
372,1.0,POINT (-74.17359 40.551987),40.551987,-74.17359,2.0,0.0
373,1.0,POINT (-74.13930000000001 40.55199),40.55199,-74.1393,2.0,0.0
378,2.0,POINT (-74.19095 40.55231),40.55231,-74.19095,0.0,0.0
384,1.0,POINT (-74.16985 40.55247),40.55247,-74.16985,0.0,0.0
387,1.0,POINT (-74.19144 40.55279),40.55279,-74.19144,0.0,0.0
391,1.0,POINT (-74.133965 40.55296),40.55296,-74.133965,2.0,0.0
392,1.0,POINT (-74.190285 40.55298),40.55298,-74.190285,0.0,0.0
393,1.0,POINT (-74.17557499999999 40.553017),40.553017,-74.175575,0.0,0.0
394,1.0,POINT (-74.14256 40.553024),40.553024,-74.14256,0.0,0.0
402,1.0,POINT (-74.21785 40.55357),40.55357,-74.21785,0.0,0.0
407,1.0,POINT (-74.14487 40.55397),40.55397,-74.14487,2.0,0.0
412,1.0,POINT (-74.17635 40.554142),40.554142,-74.17635,0.0,0.0
413,1.0,POINT (-74.2179 40.55415),40.55415,-74.2179,0.0,0.0
418,1.0,POINT (-74.14639 40.55457),40.55457,-74.14639,2.0,0.0
420,3.0,POINT (-74.21301 40.554672),40.554672,-74.21301,2.0,0.0
423,1.0,POINT (-74.16468 40.55475),40.55475,-74.16468,0.0,0.0
426,1.0,POINT (-74.14001 40.555363),40.555363,-74.14001,0.0,0.0
427,2.0,POINT (-74.21134000000001 40.555386),40.555386,-74.21134,2.0,0.0
429,1.0,POINT (-74.19769000000002 40.55545),40.55545,-74.19769000000002,0.0,0.0
431,1.0,POINT (-74.17834499999999 40.555523),40.555523,-74.178345,0.0,0.0
432,6.0,POINT (-74.17562 40.55554),40.55554,-74.17562,8.0,0.0
440,1.0,POINT (-74.11629000000001 40.555935),40.555935,-74.11629,0.0,0.0
443,1.0,POINT (-74.17005 40.556107),40.556107,-74.17005,2.0,0.0
444,3.0,POINT (-74.203354 40.55613),40.55613,-74.203354,2.0,0.0
446,1.0,POINT (-74.16886 40.55637700000001),40.55637700000001,-74.16886,0.0,0.0
447,1.0,POINT (-74.13814000000001 40.556385),40.556385,-74.13814,0.0,0.0
450,1.0,POINT (-74.20777 40.556454),40.556454,-74.20777,0.0,0.0
454,1.0,POINT (-74.211754 40.5566),40.5566,-74.211754,2.0,0.0
457,1.0,POINT (-74.205956 40.55692),40.55692,-74.205956,2.0,0.0
458,4.0,POINT (-74.17485000000001 40.556923),40.556923,-74.17485,0.0,0.0
459,1.0,POINT (-74.21084 40.55693400000001),40.55693400000001,-74.21084,2.0,0.0
461,1.0,POINT (-73.93021 40.557068),40.557068,-73.93021,2.0,0.0
471,1.0,POINT (-74.20753000000001 40.557484),40.557484,-74.20753,0.0,0.0
475,1.0,POINT (-74.17256 40.55798),40.55798,-74.17256,0.0,0.0
476,1.0,POINT (-74.15238000000002 40.557987),40.557987,-74.15238000000002,0.0,0.0
479,1.0,POINT (-74.124725 40.55846),40.55846,-74.124725,2.0,0.0
482,1.0,POINT (-74.12221 40.558964),40.558964,-74.12221,0.0,0.0
483,1.0,POINT (-74.18024 40.559044),40.559044,-74.18024,0.0,0.0
484,1.0,POINT (-74.14203000000001 40.55906),40.55906,-74.14203,0.0,0.0
485,1.0,POINT (-74.20101 40.5591),40.5591,-74.20101,0.0,0.0
489,1.0,POINT (-74.16951 40.55929),40.55929,-74.16951,0.0,0.0
490,1.0,POINT (-74.16953000000002 40.55939),40.55939,-74.16953000000002,0.0,0.0
492,1.0,POINT (-74.16958000000002 40.55959),40.55959,-74.16958000000002,0.0,0.0
496,1.0,POINT (-74.10616999999998 40.559883),40.559883,-74.10616999999998,0.0,0.0
500,2.0,POINT (-74.19968 40.56015),40.56015,-74.19968,0.0,0.0
501,1.0,POINT (-74.16412 40.56025),40.56025,-74.16412,0.0,0.0
506,4.0,POINT (-74.16974999999999 40.5604),40.5604,-74.16975,4.0,0.0
507,1.0,POINT (-74.18040999999999 40.560406),40.560406,-74.18041,0.0,0.0
512,1.0,POINT (-73.91105999999998 40.560745),40.560745,-73.91105999999998,2.0,0.0
513,1.0,POINT (-73.92376 40.56075),40.56075,-73.92376,0.0,0.0
514,1.0,POINT (-73.91125500000003 40.56076),40.56076,-73.91125500000003,0.0,0.0
517,1.0,POINT (-73.91207 40.560787),40.560787,-73.91207,0.0,0.0
518,1.0,POINT (-73.91364 40.56085),40.56085,-73.91364,0.0,0.0
520,1.0,POINT (-74.16901 40.5609),40.5609,-74.16901,2.0,0.0
528,1.0,POINT (-74.15436 40.56157),40.56157,-74.15436,0.0,0.0
530,2.0,POINT (-74.19462 40.561596),40.561596,-74.19462,2.0,0.0
532,1.0,POINT (-74.18495 40.561733),40.561733,-74.18495,0.0,0.0
534,1.0,POINT (-74.18689000000001 40.561916),40.561916,-74.18689,0.0,0.0
539,2.0,POINT (-74.19285600000001 40.56266),40.56266,-74.192856,2.0,0.0
542,1.0,POINT (-74.15187 40.563385),40.563385,-74.15187,0.0,0.0
543,1.0,POINT (-73.91154 40.563427),40.563427,-73.91154,0.0,0.0
544,3.0,POINT (-74.169754 40.563446),40.563446,-74.169754,2.0,0.0
545,1.0,POINT (-74.10970999999998 40.5635),40.5635,-74.10970999999998,0.0,0.0
548,4.0,POINT (-74.132515 40.563663),40.563663,-74.132515,2.0,0.0
553,1.0,POINT (-74.18724 40.56392),40.56392,-74.18724,0.0,0.0
554,1.0,POINT (-74.186745 40.564194),40.564194,-74.186745,2.0,0.0
555,1.0,POINT (-74.11608000000003 40.564217),40.564217,-74.11608000000003,0.0,0.0
556,1.0,POINT (-74.18318000000002 40.56423),40.56423,-74.18318000000002,0.0,0.0
558,1.0,POINT (-74.18439000000002 40.56457),40.56457,-74.18439000000002,0.0,0.0
559,1.0,POINT (-74.11563000000002 40.56464),40.56464,-74.11563000000002,0.0,0.0
563,1.0,POINT (-74.18335 40.565056),40.565056,-74.18335,0.0,0.0
564,1.0,POINT (-74.18416999999999 40.56515),40.56515,-74.18417,2.0,0.0
570,1.0,POINT (-74.19374999999999 40.5659),40.5659,-74.19375,0.0,0.0
572,1.0,POINT (-73.88196600000001 40.566185),40.566185,-73.881966,2.0,0.0
581,3.0,POINT (-74.11243399999999 40.56781),40.56781,-74.112434,0.0,0.0
582,1.0,POINT (-74.11348000000002 40.568073),40.568073,-74.11348000000002,0.0,0.0
590,1.0,POINT (-74.11114999999999 40.569107),40.569107,-74.11115,0.0,0.0
596,6.0,POINT (-74.11024999999999 40.569973),40.569973,-74.11025,2.0,0.0
598,1.0,POINT (-74.10915 40.570126),40.570126,-74.10915,0.0,0.0
600,1.0,POINT (-73.86176 40.570324),40.570324,-73.86176,2.0,0.0
604,1.0,POINT (-74.108345 40.570606),40.570606,-74.108345,0.0,0.0
607,8.0,POINT (-74.16984000000002 40.570877),40.570877,-74.16984000000002,8.0,0.0
621,1.0,POINT (-73.86445999999999 40.571697),40.571697,-73.86446,0.0,0.0
622,5.0,POINT (-74.10823000000001 40.571987),40.571987,-74.10823,0.0,0.0
625,1.0,POINT (-73.997925 40.57207),40.57207,-73.997925,2.0,0.0
626,1.0,POINT (-74.112785 40.572094),40.572094,-74.112785,0.0,0.0
633,7.0,POINT (-74.169876 40.57257),40.57257,-74.169876,2.0,0.0
641,1.0,POINT (-73.99633 40.572765),40.572765,-73.99633,0.0,0.0
643,1.0,POINT (-73.99160999999999 40.57278400000001),40.57278400000001,-73.99161,0.0,0.0
646,1.0,POINT (-73.99164 40.572834),40.572834,-73.99164,0.0,0.0
647,1.0,POINT (-73.99521 40.572857),40.572857,-73.99521,0.0,0.0
648,2.0,POINT (-74.14660000000001 40.572872),40.572872,-74.1466,4.0,0.0
651,1.0,POINT (-74.1112 40.572952),40.572952,-74.1112,0.0,0.0
654,1.0,POINT (-74.13594999999999 40.573044),40.573044,-74.13595,0.0,0.0
655,1.0,POINT (-74.148315 40.57306),40.57306,-74.148315,2.0,0.0
658,1.0,POINT (-74.00159499999999 40.573143),40.573143,-74.001595,0.0,0.0
659,1.0,POINT (-73.99313000000002 40.573143),40.573143,-73.99313000000002,0.0,0.0
666,1.0,POINT (-74.00387600000001 40.573284),40.573284,-74.003876,0.0,0.0
667,1.0,POINT (-74.1151 40.573303),40.573303,-74.1151,0.0,0.0
669,1.0,POINT (-74.13646 40.573387),40.573387,-74.13646,0.0,0.0
673,1.0,POINT (-74.002945 40.573483),40.573483,-74.002945,0.0,0.0
674,2.0,POINT (-73.99930000000001 40.57351),40.57351,-73.9993,0.0,0.0
675,1.0,POINT (-73.98959000000001 40.573524),40.573524,-73.98959,0.0,0.0
678,1.0,POINT (-73.99285999999999 40.573586),40.573586,-73.99286,0.0,0.0
679,3.0,POINT (-73.99613000000002 40.57362),40.57362,-73.99613000000002,4.0,0.0
680,1.0,POINT (-74.00494399999999 40.573647),40.573647,-74.004944,0.0,0.0
682,1.0,POINT (-74.00498 40.57366),40.57366,-74.00498,0.0,0.0
684,2.0,POINT (-73.99398000000002 40.573723),40.573723,-73.99398000000002,0.0,0.0
685,1.0,POINT (-74.108025 40.573772),40.573772,-74.108025,0.0,0.0
687,1.0,POINT (-73.99401999999998 40.57391),40.57391,-73.99401999999998,0.0,0.0
688,1.0,POINT (-73.98997 40.573917),40.573917,-73.98997,2.0,0.0
690,1.0,POINT (-74.10679 40.573994),40.573994,-74.10679,0.0,0.0
692,1.0,POINT (-73.99943 40.574036),40.574036,-73.99943,2.0,0.0
693,1.0,POINT (-74.0063 40.57409000000001),40.57409000000001,-74.0063,0.0,0.0
695,1.0,POINT (-73.997314 40.574142),40.574142,-73.997314,0.0,0.0
696,1.0,POINT (-73.98756400000001 40.57425),40.57425,-73.987564,0.0,0.0
697,1.0,POINT (-74.10592 40.574276),40.574276,-74.10592,2.0,0.0
699,1.0,POINT (-73.99406999999999 40.574314),40.574314,-73.99407,0.0,0.0
700,1.0,POINT (-74.00471 40.57432),40.57432,-74.00471,0.0,0.0
701,1.0,POINT (-73.99084999999999 40.574326),40.574326,-73.99085,0.0,0.0
702,4.0,POINT (-73.99733000000001 40.574333),40.574333,-73.99733,2.0,0.0
704,1.0,POINT (-74.16989000000002 40.57438),40.57438,-74.16989000000002,0.0,0.0
705,1.0,POINT (-74.00166 40.574387),40.574387,-74.00166,0.0,0.0
708,1.0,POINT (-73.9879 40.574528),40.574528,-73.9879,0.0,0.0
709,1.0,POINT (-73.98101 40.57456),40.57456,-73.98101,0.0,0.0
710,1.0,POINT (-74.095764 40.57462),40.57462,-74.095764,0.0,0.0
712,1.0,POINT (-73.85219000000002 40.574635),40.574635,-73.85219000000002,0.0,0.0
713,1.0,POINT (-74.00599 40.574642),40.574642,-74.00599,0.0,0.0
717,1.0,POINT (-74.00284599999998 40.574787),40.574787,-74.00284599999998,0.0,0.0
718,1.0,POINT (-73.98215500000001 40.57479),40.57479,-73.982155,0.0,0.0
719,2.0,POINT (-73.98106 40.57480200000001),40.57480200000001,-73.98106,2.0,0.0
720,5.0,POINT (-73.97355999999998 40.574818),40.574818,-73.97355999999998,8.0,0.0
721,1.0,POINT (-74.00284599999998 40.57485),40.57485,-74.00284599999998,0.0,0.0
726,1.0,POINT (-73.97400999999998 40.574913),40.574913,-73.97400999999998,0.0,0.0
729,1.0,POINT (-73.992065 40.575043),40.575043,-73.992065,0.0,0.0
730,1.0,POINT (-73.98588599999999 40.57507),40.57507,-73.985886,0.0,0.0
731,1.0,POINT (-73.98990999999999 40.57508),40.57508,-73.98991,0.0,0.0
733,2.0,POINT (-73.98111 40.575127),40.575127,-73.98111,0.0,0.0
736,1.0,POINT (-73.99426 40.57519),40.57519,-73.99426,0.0,0.0
737,4.0,POINT (-73.97581 40.575207),40.575207,-73.97581,0.0,0.0
738,2.0,POINT (-73.968796 40.57521),40.57521,-73.968796,0.0,0.0
740,1.0,POINT (-73.99723 40.57524),40.57524,-73.99723,0.0,0.0
741,1.0,POINT (-74.12125999999998 40.575256),40.575256,-74.12125999999998,0.0,0.0
743,1.0,POINT (-73.98115 40.575287),40.575287,-73.98115,0.0,0.0
747,1.0,POINT (-73.97966 40.575306),40.575306,-73.97966,2.0,0.0
748,1.0,POINT (-73.99675999999999 40.57531),40.57531,-73.99676,0.0,0.0
753,1.0,POINT (-73.98224 40.575336),40.575336,-73.98224,0.0,0.0
754,3.0,POINT (-74.18999000000002 40.575375),40.575375,-74.18999000000002,2.0,0.0
758,1.0,POINT (-73.96951999999997 40.57544),40.57544,-73.96951999999997,0.0,0.0
760,1.0,POINT (-74.09498000000001 40.57545),40.57545,-74.09498,0.0,0.0
762,1.0,POINT (-74.00339 40.57546),40.57546,-74.00339,0.0,0.0
766,1.0,POINT (-73.96585999999998 40.575512),40.575512,-73.96585999999998,0.0,0.0
768,1.0,POINT (-74.008286 40.57553),40.57553,-74.008286,0.0,0.0
770,1.0,POINT (-73.98166999999999 40.575542),40.575542,-73.98167,0.0,0.0
772,1.0,POINT (-74.00191 40.575546),40.575546,-74.00191,0.0,0.0
773,1.0,POINT (-73.99459 40.575554),40.575554,-73.99459,2.0,0.0
774,1.0,POINT (-73.9799 40.575554),40.575554,-73.9799,0.0,0.0
779,1.0,POINT (-73.96438000000001 40.5756),40.5756,-73.96438,0.0,0.0
780,1.0,POINT (-74.16678 40.575615),40.575615,-74.16678,0.0,0.0
781,1.0,POINT (-74.00081999999998 40.575623),40.575623,-74.00081999999998,0.0,0.0
783,1.0,POINT (-74.169815 40.575645),40.575645,-74.169815,0.0,0.0
784,1.0,POINT (-73.96380600000001 40.57565),40.57565,-73.963806,0.0,0.0
786,1.0,POINT (-73.96111999999999 40.575657),40.575657,-73.96112,0.0,0.0
787,1.0,POINT (-74.00796 40.575665),40.575665,-74.00796,0.0,0.0
789,1.0,POINT (-73.99354 40.575672),40.575672,-73.99354,0.0,0.0
790,1.0,POINT (-73.99346 40.57568),40.57568,-73.99346,2.0,0.0
793,4.0,POINT (-74.16981 40.57577),40.57577,-74.16981,0.0,0.0
794,1.0,POINT (-73.97965000000001 40.57579000000001),40.57579000000001,-73.97965,0.0,0.0
795,1.0,POINT (-74.00301 40.5758),40.5758,-74.00301,0.0,0.0
800,2.0,POINT (-73.95994 40.575863),40.575863,-73.95994,0.0,0.0
801,1.0,POINT (-73.96865 40.57587),40.57587,-73.96865,0.0,0.0
804,1.0,POINT (-73.97965000000001 40.5759),40.5759,-73.97965,0.0,0.0
806,1.0,POINT (-73.97239999999999 40.57598),40.57598,-73.9724,0.0,0.0
809,1.0,POINT (-73.99039499999998 40.57601500000001),40.57601500000001,-73.99039499999998,2.0,0.0
810,1.0,POINT (-73.96983 40.576023),40.576023,-73.96983,0.0,0.0
813,1.0,POINT (-73.96498000000003 40.576084),40.576084,-73.96498000000003,0.0,0.0
814,1.0,POINT (-73.95273 40.576138),40.576138,-73.95273,0.0,0.0
815,1.0,POINT (-73.95508599999999 40.57615),40.57615,-73.955086,0.0,0.0
817,2.0,POINT (-73.95952 40.57624000000001),40.57624000000001,-73.95952,2.0,0.0
822,1.0,POINT (-73.96409 40.576324),40.576324,-73.96409,0.0,0.0
824,1.0,POINT (-73.967545 40.576347),40.576347,-73.967545,2.0,0.0
827,1.0,POINT (-73.98724 40.576363),40.576363,-73.98724,0.0,0.0
832,1.0,POINT (-74.11875000000001 40.57642),40.57642,-74.11875,2.0,0.0
833,1.0,POINT (-73.96670999999998 40.576492),40.576492,-73.96670999999998,0.0,0.0
834,1.0,POINT (-73.96411999999999 40.576496),40.576496,-73.96412,0.0,0.0
837,1.0,POINT (-73.96651 40.576534),40.576534,-73.96651,0.0,0.0
838,1.0,POINT (-74.01042 40.576538),40.576538,-74.01042,0.0,0.0
840,2.0,POINT (-73.98259 40.57656),40.57656,-73.98259,0.0,0.0
841,1.0,POINT (-73.99124999999999 40.57657),40.57657,-73.99125,2.0,0.0
842,6.0,POINT (-73.97649399999997 40.576572),40.576572,-73.97649399999997,2.0,0.0
843,1.0,POINT (-73.84229999999999 40.576572),40.576572,-73.8423,0.0,0.0
844,1.0,POINT (-73.97150999999999 40.576588),40.576588,-73.97151,2.0,0.0
845,1.0,POINT (-73.98260500000001 40.57662),40.57662,-73.982605,0.0,0.0
847,1.0,POINT (-73.98146 40.57663),40.57663,-73.98146,0.0,0.0
848,1.0,POINT (-73.96711999999999 40.57663),40.57663,-73.96712,0.0,0.0
849,1.0,POINT (-73.972824 40.576706),40.576706,-73.972824,0.0,0.0
850,1.0,POINT (-73.98408000000001 40.576714),40.576714,-73.98408,0.0,0.0
851,1.0,POINT (-73.995636 40.576717),40.576717,-73.995636,0.0,0.0
852,1.0,POINT (-73.98397 40.576725),40.576725,-73.98397,2.0,0.0
853,1.0,POINT (-73.96547 40.576736),40.576736,-73.96547,0.0,0.0
855,1.0,POINT (-73.96538000000002 40.576756),40.576756,-73.96538000000002,0.0,0.0
856,1.0,POINT (-73.94813499999999 40.576775),40.576775,-73.948135,0.0,0.0
857,1.0,POINT (-73.99887 40.57678),40.57678,-73.99887,0.0,0.0
859,1.0,POINT (-73.96522 40.57681),40.57681,-73.96522,0.0,0.0
861,1.0,POINT (-73.99240999999998 40.576847),40.576847,-73.99240999999998,0.0,0.0
863,1.0,POINT (-74.00358 40.576855),40.576855,-74.00358,0.0,0.0
864,1.0,POINT (-73.96480600000002 40.57688),40.57688,-73.96480600000002,0.0,0.0
866,1.0,POINT (-73.96481999999997 40.576893),40.576893,-73.96481999999997,0.0,0.0
867,1.0,POINT (-74.15925 40.576897),40.576897,-74.15925,0.0,0.0
868,1.0,POINT (-73.96464 40.576935),40.576935,-73.96464,0.0,0.0
869,1.0,POINT (-73.96837600000001 40.576946),40.576946,-73.968376,0.0,0.0
871,1.0,POINT (-74.00239000000001 40.576973),40.576973,-74.00239,0.0,0.0
874,1.0,POINT (-74.00946 40.57702000000001),40.57702000000001,-74.00946,0.0,0.0
875,1.0,POINT (-73.99136 40.57706),40.57706,-73.99136,0.0,0.0
