,accidents,geometry,latitude,longitude,total_injured,total_killed
19725,1.0,POINT (-73.92449999999999 40.69897),40.69897,-73.9245,0.0,0.0
19732,1.0,POINT (-73.95659999999999 40.699017),40.699017,-73.9566,2.0,0.0
19735,1.0,POINT (-73.90801 40.69903),40.69903,-73.90801,0.0,0.0
19737,1.0,POINT (-73.91444 40.69904),40.69904,-73.91444,0.0,0.0
19738,2.0,POINT (-73.815 40.699043),40.699043,-73.815,0.0,0.0
19739,3.0,POINT (-73.81484 40.69906),40.69906,-73.81484,0.0,0.0
19743,4.0,POINT (-73.81465 40.69909000000001),40.69909000000001,-73.81465,2.0,0.0
19744,1.0,POINT (-73.90047 40.699093),40.699093,-73.90047,0.0,0.0
19745,1.0,POINT (-73.90451 40.6991),40.6991,-73.90451,0.0,0.0
19749,1.0,POINT (-73.81769 40.699127),40.699127,-73.81769,0.0,0.0
19751,1.0,POINT (-73.93911 40.699135),40.699135,-73.93911,2.0,0.0
19752,1.0,POINT (-73.793144 40.69914),40.69914,-73.793144,0.0,0.0
19756,3.0,POINT (-73.90376999999999 40.699158),40.699158,-73.90377,2.0,0.0
19765,1.0,POINT (-73.74759 40.699196),40.699196,-73.74759,0.0,0.0
19767,1.0,POINT (-73.94416 40.699207),40.699207,-73.94416,2.0,0.0
19770,1.0,POINT (-73.91907500000001 40.699223),40.699223,-73.919075,0.0,0.0
19772,1.0,POINT (-73.95487 40.699238),40.699238,-73.95487,2.0,0.0
19773,1.0,POINT (-73.80632 40.69924),40.69924,-73.80632,0.0,0.0
19774,1.0,POINT (-73.973206 40.69925),40.69925,-73.973206,0.0,0.0
19775,1.0,POINT (-73.91911999999998 40.69925),40.69925,-73.91911999999998,2.0,0.0
19776,1.0,POINT (-73.82286999999999 40.69925),40.69925,-73.82287,0.0,0.0
19777,1.0,POINT (-73.76047 40.69925),40.69925,-73.76047,0.0,0.0
19778,1.0,POINT (-73.82285999999998 40.69925300000001),40.69925300000001,-73.82285999999998,2.0,0.0
19779,1.0,POINT (-73.90033000000003 40.699257),40.699257,-73.90033000000003,0.0,0.0
19780,1.0,POINT (-73.84496999999998 40.69926),40.69926,-73.84496999999998,0.0,0.0
19781,2.0,POINT (-73.72717 40.699265),40.699265,-73.72717,2.0,0.0
19782,1.0,POINT (-73.95456 40.699272),40.699272,-73.95456,0.0,0.0
19785,1.0,POINT (-73.92726 40.69928400000001),40.69928400000001,-73.92726,0.0,0.0
19786,1.0,POINT (-73.91383 40.69928400000001),40.69928400000001,-73.91383,0.0,0.0
19790,1.0,POINT (-73.92418000000001 40.69929000000001),40.69929000000001,-73.92418,0.0,0.0
19794,1.0,POINT (-73.95416 40.699318),40.699318,-73.95416,0.0,0.0
19795,1.0,POINT (-73.83156 40.69932),40.69932,-73.83156,0.0,0.0
19796,1.0,POINT (-73.95409000000002 40.699326),40.699326,-73.95409000000002,2.0,0.0
19797,1.0,POINT (-73.92735999999999 40.699326),40.699326,-73.92736,0.0,0.0
19798,1.0,POINT (-73.90886 40.699326),40.699326,-73.90886,0.0,0.0
19799,1.0,POINT (-73.73796 40.69935),40.69935,-73.73796,2.0,0.0
19801,1.0,POINT (-73.82104 40.69936),40.69936,-73.82104,0.0,0.0
19804,1.0,POINT (-73.850494 40.699398),40.699398,-73.850494,0.0,0.0
19809,2.0,POINT (-73.86878 40.69942),40.69942,-73.86878,0.0,0.0
19810,1.0,POINT (-73.90128 40.699425),40.699425,-73.90128,2.0,0.0
19811,1.0,POINT (-73.83271999999999 40.699432),40.699432,-73.83272,2.0,0.0
19817,1.0,POINT (-73.98049 40.699486),40.699486,-73.98049,0.0,0.0
19818,1.0,POINT (-73.78654 40.699486),40.699486,-73.78654,0.0,0.0
19819,1.0,POINT (-73.9196 40.699505),40.699505,-73.9196,2.0,0.0
19820,6.0,POINT (-73.88883 40.699505),40.699505,-73.88883,8.0,0.0
19822,1.0,POINT (-73.79342 40.699512),40.699512,-73.79342,2.0,0.0
19823,1.0,POINT (-73.95236 40.699516),40.699516,-73.95236,2.0,0.0
19825,2.0,POINT (-73.83067 40.699524),40.699524,-73.83067,2.0,0.0
19829,1.0,POINT (-73.933014 40.699543),40.699543,-73.933014,0.0,0.0
19831,1.0,POINT (-73.91084000000002 40.69955),40.69955,-73.91084000000002,2.0,0.0
19833,1.0,POINT (-73.83066600000002 40.699554),40.699554,-73.83066600000002,2.0,0.0
19835,1.0,POINT (-73.95196999999997 40.69957700000001),40.69957700000001,-73.95196999999997,2.0,0.0
19836,3.0,POINT (-73.868645 40.69957700000001),40.69957700000001,-73.868645,4.0,0.0
19837,1.0,POINT (-73.94136 40.69958),40.69958,-73.94136,2.0,0.0
19838,1.0,POINT (-73.90528 40.69958),40.69958,-73.90528,0.0,0.0
19840,2.0,POINT (-73.89641 40.699585),40.699585,-73.89641,0.0,0.0
19847,1.0,POINT (-73.91038 40.69964),40.69964,-73.91038,2.0,0.0
19848,1.0,POINT (-73.94137600000001 40.699646),40.699646,-73.941376,0.0,0.0
19849,1.0,POINT (-73.826004 40.699646),40.699646,-73.826004,0.0,0.0
19851,1.0,POINT (-73.95132 40.699657),40.699657,-73.95132,0.0,0.0
19854,1.0,POINT (-73.94005600000001 40.699673),40.699673,-73.94005600000001,0.0,2.0
19856,2.0,POINT (-73.90991 40.699688),40.699688,-73.90991,0.0,0.0
19859,1.0,POINT (-73.92394 40.699696),40.699696,-73.92394,0.0,0.0
19863,1.0,POINT (-73.75455500000002 40.6997),40.6997,-73.75455500000002,0.0,0.0
19864,3.0,POINT (-73.99627 40.699703),40.699703,-73.99627,2.0,0.0
19866,1.0,POINT (-73.93671999999999 40.699703),40.699703,-73.93672,2.0,0.0
19867,1.0,POINT (-73.90991 40.699703),40.699703,-73.90991,2.0,0.0
19869,1.0,POINT (-73.90436 40.699707),40.699707,-73.90436,2.0,0.0
19870,6.0,POINT (-73.96181999999997 40.69971500000001),40.69971500000001,-73.96181999999997,4.0,0.0
19871,1.0,POINT (-73.9614 40.69973),40.69973,-73.9614,2.0,0.0
19873,2.0,POINT (-73.91436999999998 40.699745),40.699745,-73.91436999999998,0.0,0.0
19874,1.0,POINT (-73.98241 40.69975),40.69975,-73.98241,2.0,0.0
19875,1.0,POINT (-73.936806 40.69975),40.69975,-73.936806,0.0,0.0
19876,1.0,POINT (-73.95359000000001 40.699757),40.699757,-73.95359,2.0,0.0
19878,1.0,POINT (-73.956665 40.69976),40.69976,-73.956665,2.0,0.0
19881,1.0,POINT (-73.91668 40.69977),40.69977,-73.91668,0.0,0.0
19883,1.0,POINT (-73.956535 40.69978),40.69978,-73.956535,2.0,0.0
19887,1.0,POINT (-73.832596 40.69979),40.69979,-73.832596,0.0,0.0
19888,1.0,POINT (-73.94032 40.69980200000001),40.69980200000001,-73.94032,0.0,0.0
19889,1.0,POINT (-73.89619 40.69980200000001),40.69980200000001,-73.89619,0.0,0.0
19890,1.0,POINT (-73.83166 40.69980200000001),40.69980200000001,-73.83166,0.0,0.0
19892,1.0,POINT (-73.98351 40.699806),40.699806,-73.98351,0.0,0.0
19895,1.0,POINT (-73.902626 40.699818),40.699818,-73.902626,0.0,0.0
19896,2.0,POINT (-73.99625400000002 40.69982),40.69982,-73.99625400000002,2.0,0.0
19903,1.0,POINT (-73.852684 40.699844),40.699844,-73.852684,0.0,0.0
19906,1.0,POINT (-73.91775 40.699852),40.699852,-73.91775,0.0,0.0
19908,1.0,POINT (-73.98458000000002 40.69986),40.69986,-73.98458000000002,0.0,0.0
19911,1.0,POINT (-73.91893 40.699867),40.699867,-73.91893,0.0,0.0
19913,1.0,POINT (-73.787476 40.699883),40.699883,-73.787476,0.0,0.0
19915,1.0,POINT (-73.82615 40.69991),40.69991,-73.82615,0.0,0.0
19916,1.0,POINT (-73.79236 40.69991),40.69991,-73.79236,0.0,0.0
19917,1.0,POINT (-73.9554 40.699917),40.699917,-73.9554,2.0,0.0
19918,1.0,POINT (-73.89739 40.699917),40.699917,-73.89739,0.0,0.0
19919,1.0,POINT (-73.95549 40.69992),40.69992,-73.95549,0.0,0.0
19922,21.0,POINT (-73.96188000000002 40.69993),40.69993,-73.96188000000002,16.0,0.0
19924,1.0,POINT (-73.996346 40.699947),40.699947,-73.996346,0.0,0.0
19925,4.0,POINT (-73.98863 40.69995),40.69995,-73.98863,0.0,0.0
19927,1.0,POINT (-73.891396 40.699955),40.699955,-73.891396,0.0,0.0
19928,1.0,POINT (-73.907646 40.699963),40.699963,-73.907646,0.0,0.0
19930,1.0,POINT (-73.955055 40.69997),40.69997,-73.955055,0.0,0.0
19931,1.0,POINT (-73.94059 40.69997),40.69997,-73.94059,2.0,0.0
19933,1.0,POINT (-73.74794 40.69997),40.69997,-73.74794,0.0,0.0
19935,1.0,POINT (-73.95475 40.69999),40.69999,-73.95475,0.0,0.0
19936,2.0,POINT (-73.85391 40.699993),40.699993,-73.85391,0.0,0.0
19938,2.0,POINT (-73.83870999999998 40.699997),40.699997,-73.83870999999998,2.0,0.0
19944,2.0,POINT (-73.89941 40.700012),40.700012,-73.89941,0.0,0.0
19945,1.0,POINT (-73.95451 40.70002),40.70002,-73.95451,0.0,0.0
19946,1.0,POINT (-73.811806 40.70003),40.70003,-73.811806,0.0,0.0
19948,1.0,POINT (-73.75456 40.70003),40.70003,-73.75456,0.0,0.0
19950,1.0,POINT (-73.94074000000001 40.70004),40.70004,-73.94074,0.0,0.0
19953,1.0,POINT (-73.92574 40.700047),40.700047,-73.92574,0.0,0.0
19954,1.0,POINT (-73.95440000000001 40.70005),40.70005,-73.9544,0.0,0.0
19955,1.0,POINT (-73.95031999999998 40.70005),40.70005,-73.95031999999998,2.0,0.0
19957,1.0,POINT (-73.83065999999999 40.700054),40.700054,-73.83066,0.0,0.0
19959,1.0,POINT (-73.90669 40.700058),40.700058,-73.90669,0.0,0.0
19960,1.0,POINT (-73.807526 40.700096),40.700096,-73.807526,2.0,0.0
19963,1.0,POINT (-73.82525 40.70011),40.70011,-73.82525,0.0,0.0
19967,1.0,POINT (-73.791794 40.70013),40.70013,-73.791794,0.0,0.0
19968,1.0,POINT (-73.91984000000002 40.70013400000001),40.70013400000001,-73.91984000000002,0.0,0.0
19969,1.0,POINT (-73.940926 40.70016),40.70016,-73.940926,2.0,0.0
19971,1.0,POINT (-73.92215 40.700172),40.700172,-73.92215,0.0,0.0
19972,1.0,POINT (-73.92331 40.70018),40.70018,-73.92331,0.0,0.0
19975,1.0,POINT (-73.7325 40.70019),40.70019,-73.7325,0.0,0.0
19976,2.0,POINT (-73.94105500000001 40.70021),40.70021,-73.941055,0.0,0.0
19978,1.0,POINT (-73.89416 40.700214),40.700214,-73.89416,2.0,0.0
19980,1.0,POINT (-73.89418000000001 40.70023),40.70023,-73.89418,0.0,0.0
19981,1.0,POINT (-73.74306999999997 40.70023),40.70023,-73.74306999999997,0.0,0.0
19985,1.0,POINT (-73.91148000000003 40.700245),40.700245,-73.91148000000003,0.0,0.0
19987,1.0,POINT (-73.88419 40.70025),40.70025,-73.88419,0.0,0.0
19993,1.0,POINT (-73.90470000000001 40.700283),40.700283,-73.9047,0.0,0.0
19997,1.0,POINT (-73.90454 40.700317),40.700317,-73.90454,0.0,0.0
19998,2.0,POINT (-73.90436600000002 40.70032),40.70032,-73.90436600000002,2.0,0.0
19999,1.0,POINT (-73.774445 40.70032),40.70032,-73.774445,0.0,0.0
20001,1.0,POINT (-73.945274 40.70034),40.70034,-73.945274,0.0,0.0
20004,1.0,POINT (-73.81764 40.70038),40.70038,-73.81764,0.0,0.0
20005,2.0,POINT (-73.90957 40.700394),40.700394,-73.90957,0.0,0.0
20006,1.0,POINT (-73.9868 40.700405),40.700405,-73.9868,0.0,0.0
20007,1.0,POINT (-73.9054 40.700405),40.700405,-73.9054,2.0,0.0
20009,3.0,POINT (-73.81553000000002 40.70041),40.70041,-73.81553000000002,2.0,0.0
20013,1.0,POINT (-73.90349999999999 40.700428),40.700428,-73.9035,0.0,0.0
20014,1.0,POINT (-73.90308 40.700436),40.700436,-73.90308,0.0,0.0
20017,1.0,POINT (-73.78312 40.700447),40.700447,-73.78312,0.0,0.0
20018,1.0,POINT (-73.95805 40.70045),40.70045,-73.95805,0.0,0.0
20019,1.0,POINT (-73.90309000000001 40.700455),40.700455,-73.90309,0.0,0.0
20021,1.0,POINT (-73.90535 40.700462),40.700462,-73.90535,2.0,0.0
20024,1.0,POINT (-73.905334 40.700474),40.700474,-73.905334,0.0,0.0
20026,4.0,POINT (-73.93637 40.700485),40.700485,-73.93637,4.0,0.0
20027,1.0,POINT (-73.90103000000001 40.700485),40.700485,-73.90103,0.0,0.0
20032,1.0,POINT (-73.899666 40.700497),40.700497,-73.899666,0.0,0.0
20033,1.0,POINT (-73.899765 40.700504),40.700504,-73.899765,2.0,0.0
20034,1.0,POINT (-73.94360999999998 40.700512),40.700512,-73.94360999999998,0.0,0.0
20039,2.0,POINT (-74.01550999999998 40.70052),40.70052,-74.01550999999998,2.0,0.0
20040,1.0,POINT (-73.94161 40.700527),40.700527,-73.94161,2.0,0.0
20042,2.0,POINT (-73.80215 40.700558),40.700558,-73.80215,0.0,0.0
20045,1.0,POINT (-73.81083000000002 40.700577),40.700577,-73.81083000000002,0.0,0.0
20047,1.0,POINT (-73.90640999999999 40.70059000000001),40.70059000000001,-73.90641,0.0,0.0
20050,1.0,POINT (-73.749504 40.700596),40.700596,-73.749504,2.0,0.0
20051,1.0,POINT (-73.76106999999998 40.7006),40.7006,-73.76106999999998,0.0,0.0
20052,1.0,POINT (-73.75597399999999 40.7006),40.7006,-73.755974,0.0,0.0
20053,1.0,POINT (-73.80257399999998 40.700603),40.700603,-73.80257399999998,0.0,0.0
20055,2.0,POINT (-73.89691999999999 40.700607),40.700607,-73.89692,4.0,0.0
20058,1.0,POINT (-73.93380000000001 40.700623),40.700623,-73.9338,0.0,0.0
20060,1.0,POINT (-73.92403399999998 40.700634),40.700634,-73.92403399999998,0.0,0.0
20061,1.0,POINT (-73.90707399999999 40.70064),40.70064,-73.907074,0.0,0.0
20064,1.0,POINT (-73.942566 40.700657),40.700657,-73.942566,0.0,0.0
20065,1.0,POINT (-73.814064 40.700657),40.700657,-73.814064,0.0,0.0
20068,1.0,POINT (-73.78335 40.70066),40.70066,-73.78335,0.0,0.0
20069,2.0,POINT (-74.01541999999998 40.700665),40.700665,-74.01541999999998,0.0,0.0
20071,1.0,POINT (-73.94716 40.70067),40.70067,-73.94716,0.0,0.0
20075,1.0,POINT (-73.91005 40.70068),40.70068,-73.91005,2.0,0.0
20080,1.0,POINT (-73.96042 40.700703),40.700703,-73.96042,0.0,0.0
20081,1.0,POINT (-73.80726 40.700703),40.700703,-73.80726,2.0,0.0
20083,1.0,POINT (-73.82373 40.700706),40.700706,-73.82373,0.0,0.0
20084,1.0,POINT (-73.94074000000001 40.700718),40.700718,-73.94074,0.0,0.0
20088,3.0,POINT (-73.89551999999998 40.700726),40.700726,-73.89551999999998,2.0,0.0
20090,27.0,POINT (-73.99499 40.700737),40.700737,-73.99499,18.0,0.0
20092,3.0,POINT (-73.89516400000002 40.700737),40.700737,-73.89516400000002,2.0,0.0
20094,5.0,POINT (-73.98599 40.70075),40.70075,-73.98599,2.0,0.0
20095,2.0,POINT (-73.89516999999999 40.700756),40.700756,-73.89517,0.0,0.0
20099,2.0,POINT (-73.9629 40.700775),40.700775,-73.9629,2.0,0.0
20108,1.0,POINT (-73.78066 40.70083),40.70083,-73.78066,2.0,0.0
20110,18.0,POINT (-73.99495 40.700836),40.700836,-73.99495,8.0,0.0
20111,3.0,POINT (-73.98594 40.700836),40.700836,-73.98594,4.0,0.0
20113,1.0,POINT (-73.96193000000002 40.700848),40.700848,-73.96193000000002,0.0,0.0
20114,6.0,POINT (-73.86837 40.700855),40.700855,-73.86837,8.0,1.0
20117,1.0,POINT (-73.84115 40.70086),40.70086,-73.84115,0.0,0.0
20124,1.0,POINT (-73.79170000000001 40.70091),40.70091,-73.7917,0.0,0.0
20125,1.0,POINT (-73.94116 40.700912),40.700912,-73.94116,2.0,0.0
20127,1.0,POINT (-73.913574 40.700916),40.700916,-73.913574,0.0,0.0
20128,1.0,POINT (-73.80973 40.700916),40.700916,-73.80973,0.0,0.0
20130,1.0,POINT (-73.90035 40.70093),40.70093,-73.90035,0.0,0.0
20134,1.0,POINT (-73.957596 40.70096),40.70096,-73.957596,2.0,0.0
20135,1.0,POINT (-73.92213000000002 40.700962),40.700962,-73.92213000000002,0.0,0.0
20137,1.0,POINT (-73.95874000000001 40.700977),40.700977,-73.95874,0.0,0.0
20139,1.0,POINT (-73.89232 40.70098),40.70098,-73.89232,0.0,0.0
20140,3.0,POINT (-73.94239 40.70099),40.70099,-73.94239,4.0,0.0
20141,1.0,POINT (-73.95418000000002 40.700993),40.700993,-73.95418000000002,0.0,0.0
20142,1.0,POINT (-73.82307400000001 40.700993),40.700993,-73.823074,0.0,0.0
20143,1.0,POINT (-73.788025 40.700993),40.700993,-73.788025,0.0,0.0
20144,1.0,POINT (-73.900406 40.700996),40.700996,-73.900406,0.0,0.0
20145,1.0,POINT (-73.748375 40.700996),40.700996,-73.748375,2.0,0.0
20147,1.0,POINT (-73.90038 40.701),40.701,-73.90038,0.0,0.0
20148,1.0,POINT (-73.84096 40.701004),40.701004,-73.84096,0.0,0.0
20149,1.0,POINT (-73.86818000000002 40.701008),40.701008,-73.86818000000002,2.0,0.0
20150,1.0,POINT (-73.84107 40.70101500000001),40.70101500000001,-73.84107,0.0,0.0
20153,1.0,POINT (-73.80785999999998 40.701027),40.701027,-73.80785999999998,0.0,0.0
20154,1.0,POINT (-73.99504 40.70104),40.70104,-73.99504,0.0,0.0
20155,1.0,POINT (-73.74636 40.701042),40.701042,-73.74636,0.0,0.0
20160,2.0,POINT (-73.90228 40.70107),40.70107,-73.90228,0.0,0.0
20161,3.0,POINT (-73.89116 40.70107),40.70107,-73.89116,0.0,0.0
20163,1.0,POINT (-73.830414 40.70107700000001),40.70107700000001,-73.830414,0.0,0.0
20169,1.0,POINT (-73.90707399999999 40.701103),40.701103,-73.907074,0.0,0.0
20171,1.0,POINT (-73.88791999999999 40.701103),40.701103,-73.88792,0.0,0.0
20173,1.0,POINT (-73.92824 40.70112),40.70112,-73.92824,0.0,0.0
20174,1.0,POINT (-73.91079000000001 40.70112),40.70112,-73.91079,0.0,0.0
20175,2.0,POINT (-73.90944 40.70112),40.70112,-73.90944,2.0,0.0
20178,1.0,POINT (-73.94258000000001 40.70113),40.70113,-73.94258,2.0,0.0
20180,2.0,POINT (-73.94013000000002 40.70115),40.70115,-73.94013000000002,0.0,0.0
20181,3.0,POINT (-73.81619000000001 40.701157),40.701157,-73.81619,0.0,0.0
20184,1.0,POINT (-73.94269 40.701176),40.701176,-73.94269,2.0,0.0
20185,1.0,POINT (-73.98778 40.70118),40.70118,-73.98778,0.0,0.0
20188,1.0,POINT (-73.88509999999999 40.70119),40.70119,-73.8851,0.0,0.0
20192,1.0,POINT (-73.89737 40.701195),40.701195,-73.89737,0.0,0.0
20193,1.0,POINT (-73.87976999999999 40.7012),40.7012,-73.87977,0.0,0.0
20195,1.0,POINT (-73.926636 40.701202),40.701202,-73.926636,0.0,0.0
20196,2.0,POINT (-73.87975 40.701202),40.701202,-73.87975,0.0,0.0
20197,1.0,POINT (-73.94485 40.70121),40.70121,-73.94485,2.0,0.0
20198,1.0,POINT (-73.78184499999998 40.70121),40.70121,-73.78184499999998,0.0,0.0
20200,1.0,POINT (-73.98478 40.701218),40.701218,-73.98478,0.0,0.0
20201,1.0,POINT (-73.83144 40.70122),40.70122,-73.83144,0.0,0.0
20202,1.0,POINT (-73.77540999999999 40.701225),40.701225,-73.77541,0.0,0.0
20203,1.0,POINT (-73.94277 40.70123),40.70123,-73.94277,0.0,0.0
20206,1.0,POINT (-73.83818000000002 40.701244),40.701244,-73.83818000000002,0.0,0.0
20207,1.0,POINT (-73.81324000000002 40.701244),40.701244,-73.81324000000002,0.0,0.0
20208,1.0,POINT (-73.78621 40.701244),40.701244,-73.78621,0.0,0.0
20209,1.0,POINT (-73.92264 40.701252),40.701252,-73.92264,0.0,0.0
20210,1.0,POINT (-73.96281399999999 40.701256),40.701256,-73.962814,0.0,0.0
20211,1.0,POINT (-73.91991 40.70126),40.70126,-73.91991,0.0,0.0
20213,1.0,POINT (-73.78714000000002 40.701263),40.701263,-73.78714000000002,0.0,0.0
20214,1.0,POINT (-73.782005 40.701263),40.701263,-73.782005,0.0,0.0
20215,1.0,POINT (-73.98772 40.701267),40.701267,-73.98772,2.0,0.0
20216,5.0,POINT (-73.98073599999999 40.701267),40.701267,-73.980736,0.0,0.0
20217,1.0,POINT (-73.899826 40.701267),40.701267,-73.899826,0.0,0.0
20220,1.0,POINT (-73.813126 40.701294),40.701294,-73.813126,0.0,0.0
20222,1.0,POINT (-73.81438 40.7013),40.7013,-73.81438,0.0,0.0
20223,1.0,POINT (-73.98248000000002 40.701332),40.701332,-73.98248000000002,0.0,0.0
20225,1.0,POINT (-73.90443399999999 40.701336),40.701336,-73.904434,0.0,0.0
20226,1.0,POINT (-74.01251999999999 40.701344),40.701344,-74.01252,2.0,0.0
20229,1.0,POINT (-73.90205999999998 40.701363),40.701363,-73.90205999999998,0.0,0.0
20231,1.0,POINT (-73.94457 40.70137),40.70137,-73.94457,2.0,0.0
20232,1.0,POINT (-73.963684 40.70137800000001),40.70137800000001,-73.963684,2.0,0.0
20233,1.0,POINT (-73.93911999999997 40.70137800000001),40.70137800000001,-73.93911999999997,2.0,0.0
20239,1.0,POINT (-73.92294 40.701405),40.701405,-73.92294,0.0,0.0
20241,3.0,POINT (-73.99334 40.701416),40.701416,-73.99334,2.0,0.0
20246,1.0,POINT (-73.95052 40.70143),40.70143,-73.95052,0.0,0.0
20249,1.0,POINT (-73.89879999999999 40.701443),40.701443,-73.8988,2.0,0.0
20253,25.0,POINT (-73.98962399999998 40.70145),40.70145,-73.98962399999998,18.0,0.0
20254,1.0,POINT (-73.90791 40.70145),40.70145,-73.90791,0.0,0.0
20255,2.0,POINT (-73.79015 40.70145),40.70145,-73.79015,0.0,0.0
20259,1.0,POINT (-73.940506 40.70146),40.70146,-73.940506,0.0,0.0
20261,1.0,POINT (-74.01255 40.70148),40.70148,-74.01255,0.0,0.0
20264,1.0,POINT (-73.78036999999998 40.70149),40.70149,-73.78036999999998,0.0,0.0
20266,5.0,POINT (-74.011566 40.701496),40.701496,-74.011566,6.0,0.0
20267,1.0,POINT (-73.96241999999999 40.701496),40.701496,-73.96242,2.0,0.0
20268,1.0,POINT (-73.91613000000002 40.7015),40.7015,-73.91613000000002,2.0,0.0
20270,1.0,POINT (-73.94323 40.70152),40.70152,-73.94323,0.0,0.0
20271,5.0,POINT (-73.98957 40.701527),40.701527,-73.98957,0.0,0.0
20272,1.0,POINT (-73.80693000000002 40.701527),40.701527,-73.80693000000002,0.0,0.0
20273,1.0,POINT (-73.95820999999999 40.70153),40.70153,-73.95821,0.0,0.0
20276,1.0,POINT (-73.94434 40.70154),40.70154,-73.94434,0.0,0.0
20278,1.0,POINT (-73.907814 40.701546),40.701546,-73.907814,0.0,0.0
20282,1.0,POINT (-73.9443 40.701572),40.701572,-73.9443,2.0,0.0
20284,1.0,POINT (-73.87990600000001 40.701576),40.701576,-73.879906,0.0,0.0
20286,2.0,POINT (-73.99554000000001 40.701584),40.701584,-73.99554,2.0,0.0
20293,1.0,POINT (-73.89485000000001 40.701607),40.701607,-73.89485,0.0,0.0
20296,1.0,POINT (-73.938126 40.70162),40.70162,-73.938126,2.0,0.0
20298,1.0,POINT (-73.82963599999999 40.701622),40.701622,-73.829636,0.0,0.0
20299,1.0,POINT (-73.944176 40.701626),40.701626,-73.944176,0.0,0.0
20302,3.0,POINT (-73.99149 40.70165),40.70165,-73.99149,0.0,0.0
20305,1.0,POINT (-73.94169599999999 40.701683),40.701683,-73.941696,0.0,0.0
20308,1.0,POINT (-73.84076999999998 40.701702),40.701702,-73.84076999999998,2.0,0.0
20311,1.0,POINT (-73.93772 40.701725),40.701725,-73.93772,2.0,0.0
20312,1.0,POINT (-73.88361 40.701725),40.701725,-73.88361,0.0,0.0
20313,1.0,POINT (-73.78451 40.70174),40.70174,-73.78451,0.0,0.0
20315,1.0,POINT (-73.94114999999999 40.70175),40.70175,-73.94115,0.0,0.0
20318,5.0,POINT (-73.81618 40.701763),40.701763,-73.81618,2.0,0.0
20320,1.0,POINT (-73.92643000000002 40.70177),40.70177,-73.92643000000002,0.0,0.0
20322,1.0,POINT (-73.75148 40.70177),40.70177,-73.75148,0.0,0.0
20324,1.0,POINT (-73.80746500000002 40.701775),40.701775,-73.80746500000002,2.0,0.0
20327,2.0,POINT (-73.88269 40.701782),40.701782,-73.88269,2.0,0.0
20329,1.0,POINT (-73.78955000000001 40.701786),40.701786,-73.78955,0.0,0.0
20330,1.0,POINT (-73.81600999999998 40.70179),40.70179,-73.81600999999998,0.0,0.0
20331,1.0,POINT (-73.80714 40.701794),40.701794,-73.80714,0.0,0.0
20333,1.0,POINT (-73.80874 40.701797),40.701797,-73.80874,0.0,0.0
20334,1.0,POINT (-73.95746 40.70181),40.70181,-73.95746,2.0,0.0
20335,2.0,POINT (-73.80888 40.701813),40.701813,-73.80888,2.0,0.0
20336,1.0,POINT (-73.80874 40.701817),40.701817,-73.80874,0.0,0.0
20343,1.0,POINT (-73.77045 40.70185),40.70185,-73.77045,0.0,0.0
20344,1.0,POINT (-73.82778 40.701855),40.701855,-73.82778,0.0,0.0
20347,1.0,POINT (-73.88162 40.701874),40.701874,-73.88162,0.0,0.0
20348,2.0,POINT (-73.88178000000001 40.701878),40.701878,-73.88178,0.0,0.0
20351,1.0,POINT (-73.96333 40.70191),40.70191,-73.96333,0.0,0.0
20356,1.0,POINT (-73.78207399999999 40.70193),40.70193,-73.782074,0.0,0.0
20358,1.0,POINT (-74.0097 40.701954),40.701954,-74.0097,0.0,0.0
20360,1.0,POINT (-73.94234 40.701954),40.701954,-73.94234,0.0,0.0
20361,2.0,POINT (-73.80524399999999 40.701954),40.701954,-73.80524399999999,2.0,0.0
20362,1.0,POINT (-73.95121999999998 40.70195800000001),40.70195800000001,-73.95121999999998,2.0,0.0
20366,1.0,POINT (-73.809715 40.70196),40.70196,-73.809715,2.0,0.0
20370,1.0,POINT (-73.778915 40.701977),40.701977,-73.778915,0.0,0.0
20371,1.0,POINT (-73.96745 40.701996),40.701996,-73.96745,0.0,0.0
20373,1.0,POINT (-73.95415 40.70200300000001),40.70200300000001,-73.95415,0.0,0.0
20377,1.0,POINT (-73.93085000000001 40.702015),40.702015,-73.93085,0.0,0.0
20378,1.0,POINT (-73.95583000000001 40.702023),40.702023,-73.95583,2.0,0.0
20379,1.0,POINT (-73.87963000000001 40.70203),40.70203,-73.87963,2.0,0.0
20381,1.0,POINT (-73.784615 40.702038),40.702038,-73.784615,2.0,0.0
20388,1.0,POINT (-73.94423 40.70207),40.70207,-73.94423,0.0,0.0
20389,1.0,POINT (-73.92815 40.70207),40.70207,-73.92815,0.0,0.0
20393,1.0,POINT (-73.78549 40.7021),40.7021,-73.78549,0.0,0.0
20394,1.0,POINT (-73.86694 40.702114),40.702114,-73.86694,2.0,0.0
20399,1.0,POINT (-73.77642 40.70213),40.70213,-73.77642,0.0,0.0
20400,1.0,POINT (-73.95094 40.702133),40.702133,-73.95094,0.0,0.0
20401,1.0,POINT (-73.79529599999999 40.702133),40.702133,-73.795296,2.0,0.0
20402,3.0,POINT (-73.9406 40.702145),40.702145,-73.9406,0.0,0.0
20407,1.0,POINT (-73.95895 40.702168),40.702168,-73.95895,0.0,0.0
20408,1.0,POINT (-73.82007 40.702175),40.702175,-73.82007,0.0,0.0
